Categoria: Todas as categorias

Semana,dengue: (Mato Grosso do Sul),sintomas dengue: (Mato Grosso do Sul)
2021-11-28,9,0
2021-12-05,7,4
2021-12-12,11,3
2021-12-19,7,0
2021-12-26,9,4
2022-01-02,10,4
2022-01-09,17,5
2022-01-16,19,6
2022-01-23,16,8
2022-01-30,9,3
2022-02-06,16,7
2022-02-13,12,3
2022-02-20,13,3
2022-02-27,14,3
2022-03-06,13,3
2022-03-13,21,5
2022-03-20,21,4
2022-03-27,22,6
2022-04-03,30,7
2022-04-10,32,8
2022-04-17,45,11
2022-04-24,55,14
2022-05-01,52,13
2022-05-08,60,15
2022-05-15,36,9
2022-05-22,46,13
2022-05-29,35,11
2022-06-05,35,11
2022-06-12,29,9
2022-06-19,26,8
2022-06-26,28,10
2022-07-03,21,8
2022-07-10,22,7
2022-07-17,17,8
2022-07-24,15,5
2022-07-31,15,6
2022-08-07,12,4
2022-08-14,13,4
2022-08-21,14,5
2022-08-28,12,2
2022-09-04,11,4
2022-09-11,10,3
2022-09-18,10,2
2022-09-25,8,2
2022-10-02,10,2
2022-10-09,12,3
2022-10-16,14,5
2022-10-23,16,5
2022-10-30,11,4
2022-11-06,19,8
2022-11-13,17,5
2022-11-20,22,8
2022-11-27,21,6
2022-12-04,21,7
2022-12-11,22,8
2022-12-18,24,8
2022-12-25,22,6
2023-01-01,21,6
2023-01-08,27,9
2023-01-15,23,4
2023-01-22,27,7
2023-01-29,29,8
2023-02-05,34,10
2023-02-12,49,15
2023-02-19,46,13
2023-02-26,52,14
2023-03-05,62,18
2023-03-12,62,17
2023-03-19,78,18
2023-03-26,89,27
2023-04-02,79,23
2023-04-09,89,25
2023-04-16,87,24
2023-04-23,86,20
2023-04-30,73,19
2023-05-07,71,20
2023-05-14,55,15
2023-05-21,53,16
2023-05-28,37,9
2023-06-04,26,7
2023-06-11,20,6
2023-06-18,22,4
2023-06-25,16,4
2023-07-02,21,3
2023-07-09,14,3
2023-07-16,11,4
2023-07-23,12,3
2023-07-30,11,3
2023-08-06,10,0
2023-08-13,9,0
2023-08-20,7,0
2023-08-27,11,4
2023-09-03,7,0
2023-09-10,10,3
2023-09-17,11,0
2023-09-24,9,4
2023-10-01,12,4
2023-10-08,8,3
2023-10-15,17,3
2023-10-22,11,3
2023-10-29,10,2
2023-11-05,14,4
2023-11-12,12,2
2023-11-19,13,2
2023-11-26,11,2
2023-12-03,11,2
2023-12-10,12,4
2023-12-17,15,3
2023-12-24,14,3
2023-12-31,18,3
2024-01-07,20,5
2024-01-14,22,5
2024-01-21,28,6
2024-01-28,37,6
2024-02-04,46,8
2024-02-11,72,14
2024-02-18,79,15
2024-02-25,79,15
2024-03-03,78,14
2024-03-10,73,16
2024-03-17,67,10
2024-03-24,59,11
2024-03-31,71,11
2024-04-07,83,11
2024-04-14,65,13
2024-04-21,75,16
2024-04-28,72,15
2024-05-05,52,9
2024-05-12,47,8
2024-05-19,41,8
2024-05-26,25,4
2024-06-02,24,5
2024-06-09,20,5
2024-06-16,21,6
2024-06-23,19,2
2024-06-30,12,0
2024-07-07,10,0
2024-07-14,12,0
2024-07-21,11,0
2024-07-28,8,4
2024-08-04,10,0
2024-08-11,9,0
2024-08-18,13,3
2024-08-25,12,2
2024-09-01,13,0
2024-09-08,10,0
2024-09-15,10,0
2024-09-22,11,3
2024-09-29,12,5
2024-10-06,7,0
2024-10-13,10,0
2024-10-20,11,3
2024-10-27,12,0
2024-11-03,12,0
2024-11-10,11,0
2024-11-17,14,3
2024-11-24,15,0
2024-12-01,10,0
2024-12-08,13,0
