Categoria: Todas as categorias

Semana,dengue: (Sergipe),sintomas dengue: (Sergipe)
2021-07-04,7,0
2021-07-11,12,0
2021-07-18,9,0
2021-07-25,12,0
2021-08-01,8,0
2021-08-08,6,0
2021-08-15,10,0
2021-08-22,8,0
2021-08-29,6,6
2021-09-05,6,0
2021-09-12,8,0
2021-09-19,9,0
2021-09-26,5,0
2021-10-03,7,0
2021-10-10,0,0
2021-10-17,0,0
2021-10-24,6,0
2021-10-31,9,0
2021-11-07,10,0
2021-11-14,9,0
2021-11-21,6,0
2021-11-28,6,0
2021-12-05,8,0
2021-12-12,8,0
2021-12-19,0,0
2021-12-26,0,0
2022-01-02,8,0
2022-01-09,8,0
2022-01-16,12,0
2022-01-23,10,6
2022-01-30,6,0
2022-02-06,0,0
2022-02-13,8,0
2022-02-20,5,0
2022-02-27,7,0
2022-03-06,7,0
2022-03-13,9,0
2022-03-20,9,0
2022-03-27,11,0
2022-04-03,16,6
2022-04-10,10,6
2022-04-17,19,5
2022-04-24,20,7
2022-05-01,23,6
2022-05-08,30,7
2022-05-15,33,9
2022-05-22,28,10
2022-05-29,33,10
2022-06-05,26,9
2022-06-12,27,11
2022-06-19,31,11
2022-06-26,30,7
2022-07-03,37,14
2022-07-10,32,8
2022-07-17,32,9
2022-07-24,27,11
2022-07-31,27,10
2022-08-07,22,7
2022-08-14,19,8
2022-08-21,19,4
2022-08-28,19,5
2022-09-04,13,4
2022-09-11,11,0
2022-09-18,16,0
2022-09-25,12,4
2022-10-02,11,0
2022-10-09,11,7
2022-10-16,11,5
2022-10-23,13,0
2022-10-30,7,0
2022-11-06,11,4
2022-11-13,12,0
2022-11-20,6,0
2022-11-27,7,0
2022-12-04,7,0
2022-12-11,10,0
2022-12-18,6,0
2022-12-25,8,0
2023-01-01,7,0
2023-01-08,7,0
2023-01-15,6,0
2023-01-22,6,0
2023-01-29,9,0
2023-02-05,10,0
2023-02-12,9,4
2023-02-19,10,0
2023-02-26,9,0
2023-03-05,13,4
2023-03-12,12,6
2023-03-19,13,0
2023-03-26,25,5
2023-04-02,16,6
2023-04-09,19,8
2023-04-16,15,4
2023-04-23,12,0
2023-04-30,15,6
2023-05-07,18,7
2023-05-14,23,0
2023-05-21,17,6
2023-05-28,20,7
2023-06-04,21,7
2023-06-11,22,8
2023-06-18,22,6
2023-06-25,17,7
2023-07-02,24,4
2023-07-09,16,0
2023-07-16,22,4
2023-07-23,14,0
2023-07-30,15,0
2023-08-06,25,4
2023-08-13,17,5
2023-08-20,16,5
2023-08-27,17,4
2023-09-03,12,0
2023-09-10,14,0
2023-09-17,10,0
2023-09-24,8,0
2023-10-01,10,0
2023-10-08,8,0
2023-10-15,7,0
2023-10-22,10,0
2023-10-29,10,0
2023-11-05,8,0
2023-11-12,5,0
2023-11-19,8,0
2023-11-26,11,0
2023-12-03,6,0
2023-12-10,9,0
2023-12-17,11,0
2023-12-24,9,0
2023-12-31,11,0
2024-01-07,8,0
2024-01-14,14,0
2024-01-21,13,5
2024-01-28,20,0
2024-02-04,39,9
2024-02-11,53,13
2024-02-18,88,19
2024-02-25,100,25
2024-03-03,98,25
2024-03-10,96,19
2024-03-17,82,18
2024-03-24,51,14
2024-03-31,52,13
2024-04-07,60,15
2024-04-14,44,9
2024-04-21,49,10
2024-04-28,50,9
2024-05-05,37,8
2024-05-12,30,0
2024-05-19,30,7
2024-05-26,34,10
2024-06-02,28,9
2024-06-09,23,0
2024-06-16,24,0
2024-06-23,21,5
2024-06-30,17,3
2024-07-07,17,4
2024-07-14,12,2
