Categoria: Todas as categorias

Semana,dengue: (Mato Grosso do Sul),sintomas dengue: (Mato Grosso do Sul)
2022-07-31,16,5
2022-08-07,13,4
2022-08-14,13,4
2022-08-21,14,4
2022-08-28,12,3
2022-09-04,11,4
2022-09-11,11,3
2022-09-18,10,2
2022-09-25,9,2
2022-10-02,10,3
2022-10-09,12,4
2022-10-16,15,5
2022-10-23,17,6
2022-10-30,12,4
2022-11-06,19,8
2022-11-13,18,6
2022-11-20,22,7
2022-11-27,22,7
2022-12-04,21,6
2022-12-11,22,7
2022-12-18,25,8
2022-12-25,22,7
2023-01-01,21,8
2023-01-08,27,8
2023-01-15,23,5
2023-01-22,28,8
2023-01-29,29,7
2023-02-05,35,11
2023-02-12,49,16
2023-02-19,47,13
2023-02-26,53,15
2023-03-05,63,19
2023-03-12,62,17
2023-03-19,81,20
2023-03-26,90,27
2023-04-02,82,22
2023-04-09,89,26
2023-04-16,88,24
2023-04-23,87,20
2023-04-30,73,19
2023-05-07,74,20
2023-05-14,57,13
2023-05-21,53,15
2023-05-28,37,9
2023-06-04,27,7
2023-06-11,21,6
2023-06-18,23,4
2023-06-25,17,4
2023-07-02,19,4
2023-07-09,14,4
2023-07-16,11,4
2023-07-23,11,4
2023-07-30,11,3
2023-08-06,10,0
2023-08-13,10,2
2023-08-20,8,0
2023-08-27,11,3
2023-09-03,8,3
2023-09-10,10,0
2023-09-17,11,0
2023-09-24,8,2
2023-10-01,12,3
2023-10-08,10,3
2023-10-15,16,4
2023-10-22,10,3
2023-10-29,10,3
2023-11-05,14,4
2023-11-12,13,4
2023-11-19,13,0
2023-11-26,12,3
2023-12-03,11,3
2023-12-10,12,4
2023-12-17,14,3
2023-12-24,14,4
2023-12-31,18,3
2024-01-07,21,5
2024-01-14,23,6
2024-01-21,30,6
2024-01-28,38,8
2024-02-04,49,8
2024-02-11,72,14
2024-02-18,81,15
2024-02-25,82,16
2024-03-03,80,14
2024-03-10,72,16
2024-03-17,69,13
2024-03-24,61,9
2024-03-31,73,14
2024-04-07,84,12
2024-04-14,69,13
2024-04-21,76,17
2024-04-28,75,14
2024-05-05,54,9
2024-05-12,47,8
2024-05-19,42,10
2024-05-26,26,4
2024-06-02,24,5
2024-06-09,20,5
2024-06-16,20,4
2024-06-23,18,0
2024-06-30,13,0
2024-07-07,10,0
2024-07-14,13,0
2024-07-21,10,3
2024-07-28,8,3
2024-08-04,9,0
2024-08-11,10,0
2024-08-18,13,0
2024-08-25,12,3
2024-09-01,12,0
2024-09-08,11,2
2024-09-15,11,3
2024-09-22,12,0
2024-09-29,11,3
2024-10-06,7,2
2024-10-13,11,<1
2024-10-20,11,2
2024-10-27,12,2
