Categoria: Todas as categorias

Semana,dengue: (Rondônia),sintomas dengue: (Rondônia)
2024-08-25,13,0
2024-09-01,5,0
2024-09-08,8,0
2024-09-15,6,0
2024-09-22,11,0
2024-09-29,9,0
2024-10-06,6,0
2024-10-13,0,0
2024-10-20,12,0
2024-10-27,8,0
2024-11-03,6,0
2024-11-10,12,0
2024-11-17,12,0
2024-11-24,12,0
2024-12-01,13,0
2024-12-08,9,0
2024-12-15,9,0
2024-12-22,10,0
2024-12-29,8,0
2025-01-05,12,0
2025-01-12,12,0
2025-01-19,13,0
2025-01-26,13,0
2025-02-02,14,0
2025-02-09,21,0
2025-02-16,22,0
2025-02-23,28,0
2025-03-02,21,0
2025-03-09,28,0
2025-03-16,32,5
2025-03-23,23,7
2025-03-30,24,0
2025-04-06,22,3
2025-04-13,23,4
