Categoria: Todas as categorias

Semana,dengue: (Mato Grosso do Sul),sintomas dengue: (Mato Grosso do Sul)
2024-01-07,20,4
2024-01-14,21,5
2024-01-21,28,6
2024-01-28,37,7
2024-02-04,48,8
2024-02-11,72,13
2024-02-18,78,16
2024-02-25,79,15
2024-03-03,78,15
2024-03-10,73,15
2024-03-17,67,12
2024-03-24,58,11
2024-03-31,70,13
2024-04-07,81,11
2024-04-14,67,13
2024-04-21,74,16
2024-04-28,72,15
2024-05-05,49,8
2024-05-12,46,10
2024-05-19,41,8
2024-05-26,24,3
2024-06-02,24,6
2024-06-09,22,4
2024-06-16,18,4
2024-06-23,17,4
2024-06-30,13,3
2024-07-07,9,0
2024-07-14,11,0
2024-07-21,9,0
2024-07-28,8,0
2024-08-04,9,0
2024-08-11,9,0
2024-08-18,15,3
2024-08-25,10,3
2024-09-01,13,0
2024-09-08,10,0
2024-09-15,11,0
2024-09-22,12,2
2024-09-29,11,3
2024-10-06,6,0
2024-10-13,9,0
2024-10-20,12,3
2024-10-27,11,0
2024-11-03,12,0
2024-11-10,11,0
2024-11-17,14,3
2024-11-24,17,3
2024-12-01,9,0
2024-12-08,14,0
2024-12-15,14,4
2024-12-22,15,0
2024-12-29,12,3
2025-01-05,15,0
2025-01-12,22,3
2025-01-19,22,4
2025-01-26,24,4
2025-02-02,18,5
2025-02-09,26,4
2025-02-16,28,4
