Categoria: Todas as categorias

Semana,dengue: (Rondônia),sintomas dengue: (Rondônia)
2024-08-25,8,0
2024-09-01,6,0
2024-09-08,8,0
2024-09-15,10,0
2024-09-22,5,0
2024-09-29,5,0
2024-10-06,6,0
2024-10-13,6,0
2024-10-20,10,0
2024-10-27,9,0
2024-11-03,5,0
2024-11-10,11,0
2024-11-17,11,0
2024-11-24,13,0
2024-12-01,9,0
2024-12-08,9,0
2024-12-15,9,6
2024-12-22,13,0
2024-12-29,10,0
2025-01-05,10,0
