Year,Month,Canton,Cases
2002,12,Mora,1
2003,1,Mora,0
2003,2,Mora,0
2003,3,Mora,0
2003,4,Mora,0
2003,5,Mora,0
2003,6,Mora,6
2003,7,Mora,8
2003,8,Mora,39
2003,9,Mora,7
2003,10,Mora,3
2003,11,Mora,6
2003,12,Mora,0
2004,1,Mora,3
2004,2,Mora,5
2004,3,Mora,1
2004,4,Mora,0
2004,5,Mora,1
2004,6,Mora,3
2004,7,Mora,4
2004,8,Mora,4
2004,9,Mora,2
2004,10,Mora,2
2004,11,Mora,2
2004,12,Mora,2
2005,1,Mora,2
2005,2,Mora,0
2005,3,Mora,2
2005,4,Mora,2
2005,5,Mora,2
2005,6,Mora,5
2005,7,Mora,8
2005,8,Mora,52
2005,9,Mora,70
2005,10,Mora,46
2005,11,Mora,18
2005,12,Mora,3
2006,1,Mora,8
2006,2,Mora,0
2006,3,Mora,3
2006,4,Mora,2
2006,5,Mora,3
2006,6,Mora,4
2006,7,Mora,12
2006,8,Mora,5
2006,9,Mora,3
2006,10,Mora,6
2006,11,Mora,4
2006,12,Mora,4
2007,1,Mora,11
2007,2,Mora,2
2007,3,Mora,2
2007,4,Mora,1
2007,5,Mora,0
2007,6,Mora,2
2007,7,Mora,6
2007,8,Mora,5
2007,9,Mora,16
2007,10,Mora,5
2007,11,Mora,5
2007,12,Mora,3
2008,1,Mora,0
2008,2,Mora,0
2008,3,Mora,0
2008,4,Mora,0
2008,5,Mora,0
2008,6,Mora,0
2008,7,Mora,1
2008,8,Mora,3
2008,9,Mora,3
2008,10,Mora,1
2008,11,Mora,2
2008,12,Mora,1
2009,1,Mora,1
2009,2,Mora,0
2009,3,Mora,0
2009,4,Mora,1
2009,5,Mora,0
2009,6,Mora,0
2009,7,Mora,0
2009,8,Mora,9
2009,9,Mora,45
2009,10,Mora,69
2009,11,Mora,28
2009,12,Mora,11
2010,1,Mora,1
2010,2,Mora,0
2010,3,Mora,1
2010,4,Mora,1
2010,5,Mora,1
2010,6,Mora,4
2010,7,Mora,8
2010,8,Mora,4
2010,9,Mora,18
2010,10,Mora,7
2010,11,Mora,0
2010,12,Mora,4
2011,1,Mora,1
2011,2,Mora,1
2011,3,Mora,0
2011,4,Mora,2
2011,5,Mora,0
2011,6,Mora,1
2011,7,Mora,0
2011,8,Mora,2
2011,9,Mora,1
2011,10,Mora,4
2011,11,Mora,1
2011,12,Mora,1
2012,1,Mora,0
2012,2,Mora,0
2012,3,Mora,0
2012,4,Mora,1
2012,5,Mora,0
2012,6,Mora,0
2012,7,Mora,2
2012,8,Mora,14
2012,9,Mora,5
2012,10,Mora,5
2012,11,Mora,5
2012,12,Mora,2
2013,1,Mora,2
2013,2,Mora,0
2013,3,Mora,1
2013,4,Mora,7
2013,5,Mora,20
2013,6,Mora,61
2013,7,Mora,85
2013,8,Mora,127
2013,9,Mora,41
2013,10,Mora,38
2013,11,Mora,13
2013,12,Mora,0
2014,1,Mora,1
2014,2,Mora,0
2014,3,Mora,1
2014,4,Mora,0
2014,5,Mora,1
2014,6,Mora,3
2014,7,Mora,0
2014,8,Mora,0
2014,9,Mora,1
2014,10,Mora,0
2014,11,Mora,0
2014,12,Mora,0
2015,1,Mora,1
2015,2,Mora,0
2015,3,Mora,0
2015,4,Mora,1
2015,5,Mora,0
2015,6,Mora,0
2015,7,Mora,1
2015,8,Mora,1
2015,9,Mora,3
2015,10,Mora,5
2015,11,Mora,5
2015,12,Mora,6
2016,1,Mora,11
2016,2,Mora,6
2016,3,Mora,4
2016,4,Mora,11
2016,5,Mora,31
2016,6,Mora,45
2016,7,Mora,70
2016,8,Mora,50
2016,9,Mora,14
2016,10,Mora,18
2016,11,Mora,12
2016,12,Mora,5
2017,1,Mora,1
2017,2,Mora,1
2017,3,Mora,1
2017,4,Mora,1
2017,5,Mora,2
2017,6,Mora,0
2017,7,Mora,4
2017,8,Mora,0
2017,9,Mora,1
2017,10,Mora,0
2017,11,Mora,2
2017,12,Mora,0
2018,1,Mora,0
2018,2,Mora,0
2018,3,Mora,0
2018,4,Mora,0
2018,5,Mora,0
2018,6,Mora,1
2018,7,Mora,0
2018,8,Mora,0
2018,9,Mora,1
2018,10,Mora,1
2018,11,Mora,1
2018,12,Mora,0
2019,1,Mora,0
2019,2,Mora,1
2019,3,Mora,0
2019,4,Mora,0
2019,5,Mora,3
2019,6,Mora,1
2019,7,Mora,4
2019,8,Mora,2
2019,9,Mora,0
2019,10,Mora,0
2019,11,Mora,10
2019,12,Mora,4
2020,1,Mora,9
2020,2,Mora,0
2020,3,Mora,0
2020,4,Mora,0
2020,5,Mora,0
2020,6,Mora,3
2020,7,Mora,4
2020,8,Mora,3
2020,9,Mora,0
2020,10,Mora,1
2020,11,Mora,0
2020,12,Mora,0
2021,1,Mora,0
2021,2,Mora,0
2021,3,Mora,0
2021,4,Mora,1
2021,5,Mora,0
2021,6,Mora,0
2021,7,Mora,0
2021,8,Mora,0
2021,9,Mora,0
2021,10,Mora,0
2021,11,Mora,0
2021,12,Mora,0
2000,1,Moravia,0
2000,2,Moravia,0
2000,3,Moravia,0
2000,4,Moravia,0
2000,5,Moravia,0
2000,6,Moravia,0
2000,7,Moravia,1
2000,8,Moravia,1
2000,9,Moravia,0
2000,10,Moravia,0
2000,11,Moravia,0
2000,12,Moravia,0
2001,1,Moravia,0
2001,2,Moravia,0
2001,3,Moravia,0
2001,4,Moravia,0
2001,5,Moravia,0
2001,6,Moravia,0
2001,7,Moravia,0
2001,8,Moravia,0
2001,9,Moravia,1
2001,10,Moravia,0
2001,11,Moravia,0
2001,12,Moravia,1
2002,1,Moravia,0
2002,2,Moravia,0
2002,3,Moravia,0
2002,4,Moravia,0
2002,5,Moravia,0
2002,6,Moravia,0
2002,7,Moravia,0
2002,8,Moravia,1
2002,9,Moravia,17
2002,10,Moravia,4
2002,11,Moravia,3
2002,12,Moravia,0
2003,1,Moravia,1
2003,2,Moravia,0
2003,3,Moravia,0
2003,4,Moravia,0
2003,5,Moravia,0
2003,6,Moravia,1
2003,7,Moravia,2
2003,8,Moravia,3
2003,9,Moravia,0
2003,10,Moravia,0
2003,11,Moravia,0
2003,12,Moravia,0
2004,1,Moravia,0
2004,2,Moravia,1
2004,3,Moravia,0
2004,4,Moravia,0
2004,5,Moravia,4
2004,6,Moravia,0
2004,7,Moravia,2
2004,8,Moravia,0
2004,9,Moravia,0
2004,10,Moravia,0
2004,11,Moravia,2
2004,12,Moravia,0
2005,1,Moravia,1
2005,2,Moravia,0
2005,3,Moravia,0
2005,4,Moravia,1
2005,5,Moravia,2
2005,6,Moravia,3
2005,7,Moravia,5
2005,8,Moravia,11
2005,9,Moravia,12
2005,10,Moravia,21
2005,11,Moravia,4
2005,12,Moravia,2
2006,1,Moravia,0
2006,2,Moravia,1
2006,3,Moravia,0
2006,4,Moravia,2
2006,5,Moravia,3
2006,6,Moravia,0
2006,7,Moravia,5
2006,8,Moravia,1
2006,9,Moravia,1
2006,10,Moravia,2
2006,11,Moravia,1
2006,12,Moravia,2
2007,1,Moravia,11
2007,2,Moravia,2
2007,3,Moravia,2
2007,4,Moravia,1
2007,5,Moravia,0
2007,6,Moravia,2
2007,7,Moravia,6
2007,8,Moravia,5
2007,9,Moravia,16
2007,10,Moravia,5
2007,11,Moravia,5
2007,12,Moravia,3
2008,1,Moravia,0
2008,2,Moravia,0
2008,3,Moravia,0
2008,4,Moravia,0
2008,5,Moravia,0
2008,6,Moravia,0
2008,7,Moravia,1
2008,8,Moravia,3
2008,9,Moravia,3
2008,10,Moravia,1
2008,11,Moravia,2
2008,12,Moravia,1
2009,1,Moravia,0
2009,2,Moravia,1
2009,3,Moravia,1
2009,4,Moravia,0
2009,5,Moravia,3
2009,6,Moravia,0
2009,7,Moravia,0
2009,8,Moravia,0
2009,9,Moravia,0
2009,10,Moravia,0
2009,11,Moravia,1
2009,12,Moravia,0
2010,1,Moravia,2
2010,2,Moravia,0
2010,3,Moravia,1
2010,4,Moravia,4
2010,5,Moravia,5
2010,6,Moravia,3
2010,7,Moravia,15
2010,8,Moravia,7
2010,9,Moravia,13
2010,10,Moravia,17
2010,11,Moravia,16
2010,12,Moravia,4
2011,1,Moravia,1
2011,2,Moravia,1
2011,3,Moravia,0
2011,4,Moravia,2
2011,5,Moravia,0
2011,6,Moravia,1
2011,7,Moravia,0
2011,8,Moravia,2
2011,9,Moravia,1
2011,10,Moravia,4
2011,11,Moravia,1
2011,12,Moravia,1
2012,1,Moravia,0
2012,2,Moravia,0
2012,3,Moravia,1
2012,4,Moravia,0
2012,5,Moravia,1
2012,6,Moravia,1
2012,7,Moravia,1
2012,8,Moravia,0
2012,9,Moravia,3
2012,10,Moravia,5
2012,11,Moravia,2
2012,12,Moravia,0
2013,1,Moravia,5
2013,2,Moravia,1
2013,3,Moravia,0
2013,4,Moravia,1
2013,5,Moravia,0
2013,6,Moravia,2
2013,7,Moravia,11
2013,8,Moravia,18
2013,9,Moravia,8
2013,10,Moravia,7
2013,11,Moravia,0
2013,12,Moravia,6
2014,1,Moravia,0
2014,2,Moravia,0
2014,3,Moravia,0
2014,4,Moravia,1
2014,5,Moravia,1
2014,6,Moravia,0
2014,7,Moravia,0
2014,8,Moravia,4
2014,9,Moravia,0
2014,10,Moravia,3
2014,11,Moravia,5
2014,12,Moravia,0
2015,1,Moravia,4
2015,2,Moravia,1
2015,3,Moravia,1
2015,4,Moravia,1
2015,5,Moravia,0
2015,6,Moravia,0
2015,7,Moravia,1
2015,8,Moravia,1
2015,9,Moravia,3
2015,10,Moravia,4
2015,11,Moravia,7
2015,12,Moravia,3
2016,1,Moravia,6
2016,2,Moravia,2
2016,3,Moravia,1
2016,4,Moravia,1
2016,5,Moravia,4
2016,6,Moravia,0
2016,7,Moravia,1
2016,8,Moravia,2
2016,9,Moravia,4
2016,10,Moravia,1
2016,11,Moravia,2
2016,12,Moravia,2
2017,1,Moravia,2
2017,2,Moravia,0
2017,3,Moravia,0
2017,4,Moravia,0
2017,5,Moravia,2
2017,6,Moravia,1
2017,7,Moravia,1
2017,8,Moravia,2
2017,9,Moravia,0
2017,10,Moravia,0
2017,11,Moravia,0
2017,12,Moravia,0
2018,1,Moravia,0
2018,2,Moravia,0
2018,3,Moravia,0
2018,4,Moravia,0
2018,5,Moravia,1
2018,6,Moravia,1
2018,7,Moravia,0
2018,8,Moravia,0
2018,9,Moravia,2
2018,10,Moravia,0
2018,11,Moravia,0
2018,12,Moravia,0
2019,1,Moravia,1
2019,2,Moravia,1
2019,3,Moravia,1
2019,4,Moravia,0
2019,5,Moravia,0
2019,6,Moravia,0
2019,7,Moravia,1
2019,8,Moravia,1
2019,9,Moravia,2
2019,10,Moravia,0
2019,11,Moravia,0
2019,12,Moravia,0
2020,1,Moravia,1
2020,2,Moravia,0
2020,3,Moravia,0
2020,4,Moravia,0
2020,5,Moravia,0
2020,6,Moravia,0
2020,7,Moravia,0
2020,8,Moravia,1
2020,9,Moravia,0
2020,10,Moravia,0
2020,11,Moravia,0
2020,12,Moravia,0
2021,1,Moravia,0
2021,2,Moravia,0
2021,3,Moravia,0
2021,4,Moravia,0
2021,5,Moravia,0
2021,6,Moravia,0
2021,7,Moravia,0
2021,8,Moravia,0
2021,9,Moravia,0
2021,10,Moravia,0
2021,11,Moravia,0
2021,12,Moravia,0
2000,1,Nandayure,0
2000,2,Nandayure,0
2000,3,Nandayure,0
2000,4,Nandayure,0
2000,5,Nandayure,0
2000,6,Nandayure,0
2000,7,Nandayure,0
2000,8,Nandayure,0
2000,9,Nandayure,0
2000,10,Nandayure,0
2000,11,Nandayure,0
2000,12,Nandayure,0
2001,1,Nandayure,0
2001,2,Nandayure,2
2001,3,Nandayure,0
2001,4,Nandayure,0
2001,5,Nandayure,0
2001,6,Nandayure,0
2001,7,Nandayure,0
2001,8,Nandayure,0
2001,9,Nandayure,4
2001,10,Nandayure,4
2001,11,Nandayure,1
2001,12,Nandayure,2
2002,1,Nandayure,1
2002,2,Nandayure,0
2002,3,Nandayure,0
2002,4,Nandayure,0
2002,5,Nandayure,0
2002,6,Nandayure,1
2002,7,Nandayure,0
2002,8,Nandayure,4
2002,9,Nandayure,149
2002,10,Nandayure,13
2002,11,Nandayure,3
2002,12,Nandayure,1
2003,1,Nandayure,0
2003,2,Nandayure,0
2003,3,Nandayure,2
2003,4,Nandayure,2
2003,5,Nandayure,5
2003,6,Nandayure,5
2003,7,Nandayure,19
2003,8,Nandayure,71
2003,9,Nandayure,24
2003,10,Nandayure,6
2003,11,Nandayure,11
2003,12,Nandayure,2
2004,1,Nandayure,0
2004,2,Nandayure,0
2004,3,Nandayure,0
2004,4,Nandayure,0
2004,5,Nandayure,1
2004,6,Nandayure,0
2004,7,Nandayure,1
2004,8,Nandayure,8
2004,9,Nandayure,5
2004,10,Nandayure,2
2004,11,Nandayure,5
2004,12,Nandayure,0
2005,1,Nandayure,1
2005,2,Nandayure,0
2005,3,Nandayure,0
2005,4,Nandayure,0
2005,5,Nandayure,3
2005,6,Nandayure,6
2005,7,Nandayure,4
2005,8,Nandayure,3
2005,9,Nandayure,4
2005,10,Nandayure,11
2005,11,Nandayure,5
2005,12,Nandayure,3
2006,1,Nandayure,0
2006,2,Nandayure,1
2006,3,Nandayure,1
2006,4,Nandayure,1
2006,5,Nandayure,2
2006,6,Nandayure,3
2006,7,Nandayure,2
2006,8,Nandayure,1
2006,9,Nandayure,0
2006,10,Nandayure,1
2006,11,Nandayure,5
2006,12,Nandayure,18
2007,1,Nandayure,57
2007,2,Nandayure,14
2007,3,Nandayure,21
2007,4,Nandayure,7
2007,5,Nandayure,7
2007,6,Nandayure,49
2007,7,Nandayure,86
2007,8,Nandayure,90
2007,9,Nandayure,23
2007,10,Nandayure,11
2007,11,Nandayure,5
2007,12,Nandayure,3
2008,1,Nandayure,4
2008,2,Nandayure,1
2008,3,Nandayure,0
2008,4,Nandayure,1
2008,5,Nandayure,1
2008,6,Nandayure,2
2008,7,Nandayure,2
2008,8,Nandayure,3
2008,9,Nandayure,0
2008,10,Nandayure,6
2008,11,Nandayure,2
2008,12,Nandayure,2
2009,1,Nandayure,2
2009,2,Nandayure,2
2009,3,Nandayure,0
2009,4,Nandayure,0
2009,5,Nandayure,1
2009,6,Nandayure,0
2009,7,Nandayure,2
2009,8,Nandayure,3
2009,9,Nandayure,5
2009,10,Nandayure,1
2009,11,Nandayure,2
2009,12,Nandayure,1
2010,1,Nandayure,1
2010,2,Nandayure,0
2010,3,Nandayure,3
2010,4,Nandayure,0
2010,5,Nandayure,77
2010,6,Nandayure,174
2010,7,Nandayure,33
2010,8,Nandayure,25
2010,9,Nandayure,1
2010,10,Nandayure,10
2010,11,Nandayure,2
2010,12,Nandayure,0
2011,1,Nandayure,0
2011,2,Nandayure,0
2011,3,Nandayure,0
2011,4,Nandayure,1
2011,5,Nandayure,0
2011,6,Nandayure,1
2011,7,Nandayure,2
2011,8,Nandayure,1
2011,9,Nandayure,0
2011,10,Nandayure,6
2011,11,Nandayure,7
2011,12,Nandayure,0
2012,1,Nandayure,0
2012,2,Nandayure,0
2012,3,Nandayure,0
2012,4,Nandayure,0
2012,5,Nandayure,1
2012,6,Nandayure,0
2012,7,Nandayure,0
2012,8,Nandayure,1
2012,9,Nandayure,2
2012,10,Nandayure,1
2012,11,Nandayure,2
2012,12,Nandayure,2
2013,1,Nandayure,0
2013,2,Nandayure,3
2013,3,Nandayure,1
2013,4,Nandayure,3
2013,5,Nandayure,0
2013,6,Nandayure,18
2013,7,Nandayure,119
2013,8,Nandayure,197
2013,9,Nandayure,83
2013,10,Nandayure,45
2013,11,Nandayure,51
2013,12,Nandayure,20
2014,1,Nandayure,8
2014,2,Nandayure,3
2014,3,Nandayure,0
2014,4,Nandayure,1
2014,5,Nandayure,0
2014,6,Nandayure,0
2014,7,Nandayure,1
2014,8,Nandayure,0
2014,9,Nandayure,2
2014,10,Nandayure,4
2014,11,Nandayure,3
2014,12,Nandayure,2
2015,1,Nandayure,5
2015,2,Nandayure,0
2015,3,Nandayure,0
2015,4,Nandayure,1
2015,5,Nandayure,0
2015,6,Nandayure,1
2015,7,Nandayure,2
2015,8,Nandayure,4
2015,9,Nandayure,13
2015,10,Nandayure,13
2015,11,Nandayure,32
2015,12,Nandayure,35
2016,1,Nandayure,70
2016,2,Nandayure,23
2016,3,Nandayure,7
2016,4,Nandayure,0
2016,5,Nandayure,4
2016,6,Nandayure,5
2016,7,Nandayure,16
2016,8,Nandayure,7
2016,9,Nandayure,2
2016,10,Nandayure,1
2016,11,Nandayure,2
2016,12,Nandayure,4
2017,1,Nandayure,3
2017,2,Nandayure,0
2017,3,Nandayure,0
2017,4,Nandayure,1
2017,5,Nandayure,1
2017,6,Nandayure,0
2017,7,Nandayure,0
2017,8,Nandayure,0
2017,9,Nandayure,1
2017,10,Nandayure,1
2017,11,Nandayure,0
2017,12,Nandayure,0
2018,1,Nandayure,0
2018,2,Nandayure,0
2018,3,Nandayure,0
2018,4,Nandayure,0
2018,5,Nandayure,0
2018,6,Nandayure,1
2018,7,Nandayure,5
2018,8,Nandayure,1
2018,9,Nandayure,1
2018,10,Nandayure,2
2018,11,Nandayure,1
2018,12,Nandayure,0
2019,1,Nandayure,2
2019,2,Nandayure,0
2019,3,Nandayure,0
2019,4,Nandayure,0
2019,5,Nandayure,0
2019,6,Nandayure,0
2019,7,Nandayure,1
2019,8,Nandayure,2
2019,9,Nandayure,0
2019,10,Nandayure,1
2019,11,Nandayure,0
2019,12,Nandayure,1
2020,1,Nandayure,1
2020,2,Nandayure,0
2020,3,Nandayure,0
2020,4,Nandayure,0
2020,5,Nandayure,0
2020,6,Nandayure,0
2020,7,Nandayure,0
2020,8,Nandayure,1
2020,9,Nandayure,0
2020,10,Nandayure,1
2020,11,Nandayure,0
2020,12,Nandayure,0
2021,1,Nandayure,0
2021,2,Nandayure,0
2021,3,Nandayure,0
2021,4,Nandayure,0
2021,5,Nandayure,0
2021,6,Nandayure,0
2021,7,Nandayure,0
2021,8,Nandayure,0
2021,9,Nandayure,0
2021,10,Nandayure,0
2021,11,Nandayure,0
2021,12,Nandayure,0
2000,1,Naranjo,0
2000,2,Naranjo,0
2000,3,Naranjo,0
2000,4,Naranjo,0
2000,5,Naranjo,0
2000,6,Naranjo,0
2000,7,Naranjo,0
2000,8,Naranjo,0
2000,9,Naranjo,0
2000,10,Naranjo,0
2000,11,Naranjo,0
2000,12,Naranjo,0
2001,1,Naranjo,0
2001,2,Naranjo,0
2001,3,Naranjo,0
2001,4,Naranjo,0
2001,5,Naranjo,0
2001,6,Naranjo,0
2001,7,Naranjo,0
2001,8,Naranjo,0
2001,9,Naranjo,0
2001,10,Naranjo,0
2001,11,Naranjo,0
2001,12,Naranjo,0
2002,1,Naranjo,2
2002,2,Naranjo,1
2002,3,Naranjo,0
2002,4,Naranjo,0
2002,5,Naranjo,0
2002,6,Naranjo,0
2002,7,Naranjo,0
2002,8,Naranjo,28
2002,9,Naranjo,55
2002,10,Naranjo,1
2002,11,Naranjo,0
2002,12,Naranjo,0
2003,1,Naranjo,3
2003,2,Naranjo,0
2003,3,Naranjo,0
2003,4,Naranjo,0
2003,5,Naranjo,0
2003,6,Naranjo,0
2003,7,Naranjo,3
2003,8,Naranjo,18
2003,9,Naranjo,2
2003,10,Naranjo,2
2003,11,Naranjo,1
2003,12,Naranjo,0
2004,1,Naranjo,0
2004,2,Naranjo,0
2004,3,Naranjo,0
2004,4,Naranjo,0
2004,5,Naranjo,0
2004,6,Naranjo,0
2004,7,Naranjo,0
2004,8,Naranjo,0
2004,9,Naranjo,0
2004,10,Naranjo,0
2004,11,Naranjo,0
2004,12,Naranjo,0
2005,1,Naranjo,0
2005,2,Naranjo,1
2005,3,Naranjo,0
2005,4,Naranjo,0
2005,5,Naranjo,0
2005,6,Naranjo,3
2005,7,Naranjo,8
2005,8,Naranjo,9
2005,9,Naranjo,13
2005,10,Naranjo,27
2005,11,Naranjo,6
2005,12,Naranjo,4
2006,1,Naranjo,2
2006,2,Naranjo,2
2006,3,Naranjo,3
2006,4,Naranjo,0
2006,5,Naranjo,0
2006,6,Naranjo,0
2006,7,Naranjo,2
2006,8,Naranjo,0
2006,9,Naranjo,0
2006,10,Naranjo,0
2006,11,Naranjo,0
2006,12,Naranjo,0
2007,1,Naranjo,0
2007,2,Naranjo,5
2007,3,Naranjo,3
2007,4,Naranjo,2
2007,5,Naranjo,5
2007,6,Naranjo,8
2007,7,Naranjo,3
2007,8,Naranjo,0
2007,9,Naranjo,0
2007,10,Naranjo,0
2007,11,Naranjo,0
2007,12,Naranjo,0
2008,1,Naranjo,0
2008,2,Naranjo,0
2008,3,Naranjo,0
2008,4,Naranjo,0
2008,5,Naranjo,0
2008,6,Naranjo,2
2008,7,Naranjo,1
2008,8,Naranjo,1
2008,9,Naranjo,0
2008,10,Naranjo,0
2008,11,Naranjo,0
2008,12,Naranjo,0
2009,1,Naranjo,0
2009,2,Naranjo,0
2009,3,Naranjo,0
2009,4,Naranjo,0
2009,5,Naranjo,1
2009,6,Naranjo,1
2009,7,Naranjo,0
2009,8,Naranjo,0
2009,9,Naranjo,0
2009,10,Naranjo,0
2009,11,Naranjo,1
2009,12,Naranjo,0
2010,1,Naranjo,2
2010,2,Naranjo,1
2010,3,Naranjo,0
2010,4,Naranjo,1
2010,5,Naranjo,13
2010,6,Naranjo,64
2010,7,Naranjo,88
2010,8,Naranjo,18
2010,9,Naranjo,7
2010,10,Naranjo,5
2010,11,Naranjo,0
2010,12,Naranjo,0
2011,1,Naranjo,0
2011,2,Naranjo,0
2011,3,Naranjo,0
2011,4,Naranjo,0
2011,5,Naranjo,0
2011,6,Naranjo,0
2011,7,Naranjo,0
2011,8,Naranjo,0
2011,9,Naranjo,0
2011,10,Naranjo,0
2011,11,Naranjo,0
2011,12,Naranjo,0
2012,1,Naranjo,0
2012,2,Naranjo,0
2012,3,Naranjo,1
2012,4,Naranjo,0
2012,5,Naranjo,0
2012,6,Naranjo,0
2012,7,Naranjo,0
2012,8,Naranjo,0
2012,9,Naranjo,0
2012,10,Naranjo,1
2012,11,Naranjo,0
2012,12,Naranjo,0
2013,1,Naranjo,0
2013,2,Naranjo,1
2013,3,Naranjo,0
2013,4,Naranjo,0
2013,5,Naranjo,0
2013,6,Naranjo,2
2013,7,Naranjo,2
2013,8,Naranjo,9
2013,9,Naranjo,9
2013,10,Naranjo,4
2013,11,Naranjo,7
2013,12,Naranjo,0
2014,1,Naranjo,1
2014,2,Naranjo,1
2014,3,Naranjo,0
2014,4,Naranjo,0
2014,5,Naranjo,0
2014,6,Naranjo,0
2014,7,Naranjo,1
2014,8,Naranjo,1
2014,9,Naranjo,1
2014,10,Naranjo,0
2014,11,Naranjo,0
2014,12,Naranjo,1
2015,1,Naranjo,1
2015,2,Naranjo,2
2015,3,Naranjo,0
2015,4,Naranjo,0
2015,5,Naranjo,0
2015,6,Naranjo,1
2015,7,Naranjo,2
2015,8,Naranjo,12
2015,9,Naranjo,30
2015,10,Naranjo,9
2015,11,Naranjo,6
2015,12,Naranjo,3
2016,1,Naranjo,9
2016,2,Naranjo,7
2016,3,Naranjo,1
2016,4,Naranjo,0
2016,5,Naranjo,0
2016,6,Naranjo,0
2016,7,Naranjo,5
2016,8,Naranjo,2
2016,9,Naranjo,3
2016,10,Naranjo,1
2016,11,Naranjo,0
2016,12,Naranjo,0
2017,1,Naranjo,0
2017,2,Naranjo,1
2017,3,Naranjo,2
2017,4,Naranjo,6
2017,5,Naranjo,1
2017,6,Naranjo,0
2017,7,Naranjo,3
2017,8,Naranjo,3
2017,9,Naranjo,0
2017,10,Naranjo,0
2017,11,Naranjo,0
2017,12,Naranjo,0
2018,1,Naranjo,0
2018,2,Naranjo,0
2018,3,Naranjo,0
2018,4,Naranjo,0
2018,5,Naranjo,0
2018,6,Naranjo,0
2018,7,Naranjo,0
2018,8,Naranjo,0
2018,9,Naranjo,0
2018,10,Naranjo,0
2018,11,Naranjo,0
2018,12,Naranjo,0
2019,1,Naranjo,0
2019,2,Naranjo,3
2019,3,Naranjo,0
2019,4,Naranjo,0
2019,5,Naranjo,0
2019,6,Naranjo,0
2019,7,Naranjo,0
2019,8,Naranjo,1
2019,9,Naranjo,0
2019,10,Naranjo,1
2019,11,Naranjo,0
2019,12,Naranjo,0
2020,1,Naranjo,0
2020,2,Naranjo,0
2020,3,Naranjo,0
2020,4,Naranjo,2
2020,5,Naranjo,0
2020,6,Naranjo,2
2020,7,Naranjo,4
2020,8,Naranjo,3
2020,9,Naranjo,1
2020,10,Naranjo,1
2020,11,Naranjo,2
2020,12,Naranjo,1
2021,1,Naranjo,0
2021,2,Naranjo,1
2021,3,Naranjo,1
2021,4,Naranjo,0
2021,5,Naranjo,0
2021,6,Naranjo,0
2021,7,Naranjo,0
2021,8,Naranjo,0
2021,9,Naranjo,0
2021,10,Naranjo,0
2021,11,Naranjo,0
2021,12,Naranjo,0
2000,1,Nicoya,1
2000,2,Nicoya,0
2000,3,Nicoya,3
2000,4,Nicoya,0
2000,5,Nicoya,2
2000,6,Nicoya,0
2000,7,Nicoya,2
2000,8,Nicoya,3
2000,9,Nicoya,3
2000,10,Nicoya,1
2000,11,Nicoya,5
2000,12,Nicoya,0
2001,1,Nicoya,80
2001,2,Nicoya,17
2001,3,Nicoya,6
2001,4,Nicoya,2
2001,5,Nicoya,3
2001,6,Nicoya,10
2001,7,Nicoya,6
2001,8,Nicoya,10
2001,9,Nicoya,34
2001,10,Nicoya,36
2001,11,Nicoya,59
2001,12,Nicoya,47
2002,1,Nicoya,24
2002,2,Nicoya,9
2002,3,Nicoya,11
2002,4,Nicoya,11
2002,5,Nicoya,4
2002,6,Nicoya,10
2002,7,Nicoya,30
2002,8,Nicoya,196
2002,9,Nicoya,563
2002,10,Nicoya,135
2002,11,Nicoya,61
2002,12,Nicoya,10
2003,1,Nicoya,17
2003,2,Nicoya,7
2003,3,Nicoya,26
2003,4,Nicoya,33
2003,5,Nicoya,30
2003,6,Nicoya,80
2003,7,Nicoya,237
2003,8,Nicoya,138
2003,9,Nicoya,80
2003,10,Nicoya,77
2003,11,Nicoya,61
2003,12,Nicoya,28
2004,1,Nicoya,11
2004,2,Nicoya,2
2004,3,Nicoya,0
2004,4,Nicoya,0
2004,5,Nicoya,0
2004,6,Nicoya,0
2004,7,Nicoya,0
2004,8,Nicoya,3
2004,9,Nicoya,0
2004,10,Nicoya,0
2004,11,Nicoya,0
2004,12,Nicoya,0
2005,1,Nicoya,0
2005,2,Nicoya,0
2005,3,Nicoya,0
2005,4,Nicoya,0
2005,5,Nicoya,1
2005,6,Nicoya,53
2005,7,Nicoya,282
2005,8,Nicoya,306
2005,9,Nicoya,294
2005,10,Nicoya,148
2005,11,Nicoya,75
2005,12,Nicoya,37
2006,1,Nicoya,3
2006,2,Nicoya,5
2006,3,Nicoya,4
2006,4,Nicoya,6
2006,5,Nicoya,8
2006,6,Nicoya,28
2006,7,Nicoya,45
2006,8,Nicoya,28
2006,9,Nicoya,22
2006,10,Nicoya,49
2006,11,Nicoya,81
2006,12,Nicoya,118
2007,1,Nicoya,93
2007,2,Nicoya,76
2007,3,Nicoya,32
2007,4,Nicoya,8
2007,5,Nicoya,9
2007,6,Nicoya,31
2007,7,Nicoya,43
2007,8,Nicoya,71
2007,9,Nicoya,98
2007,10,Nicoya,65
2007,11,Nicoya,43
2007,12,Nicoya,7
2008,1,Nicoya,4
2008,2,Nicoya,0
2008,3,Nicoya,3
2008,4,Nicoya,1
2008,5,Nicoya,1
2008,6,Nicoya,8
2008,7,Nicoya,5
2008,8,Nicoya,2
2008,9,Nicoya,5
2008,10,Nicoya,20
2008,11,Nicoya,11
2008,12,Nicoya,0
2009,1,Nicoya,1
2009,2,Nicoya,0
