Year,Month,Canton,Cases
2014,11,Garabito,7
2014,12,Garabito,8
2015,1,Garabito,3
2015,2,Garabito,7
2015,3,Garabito,1
2015,4,Garabito,2
2015,5,Garabito,11
2015,6,Garabito,34
2015,7,Garabito,16
2015,8,Garabito,16
2015,9,Garabito,8
2015,10,Garabito,20
2015,11,Garabito,7
2015,12,Garabito,16
2016,1,Garabito,23
2016,2,Garabito,33
2016,3,Garabito,23
2016,4,Garabito,48
2016,5,Garabito,25
2016,6,Garabito,36
2016,7,Garabito,35
2016,8,Garabito,37
2016,9,Garabito,20
2016,10,Garabito,34
2016,11,Garabito,14
2016,12,Garabito,27
2017,1,Garabito,6
2017,2,Garabito,3
2017,3,Garabito,5
2017,4,Garabito,5
2017,5,Garabito,3
2017,6,Garabito,10
2017,7,Garabito,27
2017,8,Garabito,13
2017,9,Garabito,5
2017,10,Garabito,7
2017,11,Garabito,10
2017,12,Garabito,2
2018,1,Garabito,1
2018,2,Garabito,2
2018,3,Garabito,2
2018,4,Garabito,0
2018,5,Garabito,1
2018,6,Garabito,3
2018,7,Garabito,2
2018,8,Garabito,3
2018,9,Garabito,4
2018,10,Garabito,1
2018,11,Garabito,7
2018,12,Garabito,3
2019,1,Garabito,3
2019,2,Garabito,1
2019,3,Garabito,4
2019,4,Garabito,3
2019,5,Garabito,3
2019,6,Garabito,12
2019,7,Garabito,26
2019,8,Garabito,34
2019,9,Garabito,24
2019,10,Garabito,15
2019,11,Garabito,15
2019,12,Garabito,8
2020,1,Garabito,4
2020,2,Garabito,6
2020,3,Garabito,4
2020,4,Garabito,0
2020,5,Garabito,0
2020,6,Garabito,0
2020,7,Garabito,0
2020,8,Garabito,0
2020,9,Garabito,1
2020,10,Garabito,0
2020,11,Garabito,7
2020,12,Garabito,6
2021,1,Garabito,1
2021,2,Garabito,0
2021,3,Garabito,1
2021,4,Garabito,1
2021,5,Garabito,0
2021,6,Garabito,0
2021,7,Garabito,0
2021,8,Garabito,0
2021,9,Garabito,0
2021,10,Garabito,0
2021,11,Garabito,0
2021,12,Garabito,0
2000,1,Goicochea,0
2000,2,Goicochea,0
2000,3,Goicochea,0
2000,4,Goicochea,0
2000,5,Goicochea,0
2000,6,Goicochea,0
2000,7,Goicochea,0
2000,8,Goicochea,0
2000,9,Goicochea,0
2000,10,Goicochea,0
2000,11,Goicochea,0
2000,12,Goicochea,0
2001,1,Goicochea,0
2001,2,Goicochea,0
2001,3,Goicochea,0
2001,4,Goicochea,0
2001,5,Goicochea,0
2001,6,Goicochea,0
2001,7,Goicochea,0
2001,8,Goicochea,1
2001,9,Goicochea,2
2001,10,Goicochea,0
2001,11,Goicochea,0
2001,12,Goicochea,0
2002,1,Goicochea,2
2002,2,Goicochea,0
2002,3,Goicochea,0
2002,4,Goicochea,0
2002,5,Goicochea,0
2002,6,Goicochea,0
2002,7,Goicochea,0
2002,8,Goicochea,1
2002,9,Goicochea,16
2002,10,Goicochea,5
2002,11,Goicochea,5
2002,12,Goicochea,0
2003,1,Goicochea,0
2003,2,Goicochea,1
2003,3,Goicochea,1
2003,4,Goicochea,3
2003,5,Goicochea,2
2003,6,Goicochea,1
2003,7,Goicochea,6
2003,8,Goicochea,11
2003,9,Goicochea,6
2003,10,Goicochea,6
2003,11,Goicochea,8
2003,12,Goicochea,3
2004,1,Goicochea,2
2004,2,Goicochea,1
2004,3,Goicochea,1
2004,4,Goicochea,2
2004,5,Goicochea,2
2004,6,Goicochea,2
2004,7,Goicochea,6
2004,8,Goicochea,1
2004,9,Goicochea,4
2004,10,Goicochea,4
2004,11,Goicochea,2
2004,12,Goicochea,0
2005,1,Goicochea,3
2005,2,Goicochea,1
2005,3,Goicochea,1
2005,4,Goicochea,3
2005,5,Goicochea,1
2005,6,Goicochea,3
2005,7,Goicochea,20
2005,8,Goicochea,23
2005,9,Goicochea,18
2005,10,Goicochea,48
2005,11,Goicochea,8
2005,12,Goicochea,5
2006,1,Goicochea,1
2006,2,Goicochea,4
2006,3,Goicochea,7
2006,4,Goicochea,4
2006,5,Goicochea,2
2006,6,Goicochea,7
2006,7,Goicochea,6
2006,8,Goicochea,1
2006,9,Goicochea,2
2006,10,Goicochea,2
2006,11,Goicochea,2
2006,12,Goicochea,0
2007,1,Goicochea,9
2007,2,Goicochea,7
2007,3,Goicochea,4
2007,4,Goicochea,4
2007,5,Goicochea,1
2007,6,Goicochea,5
2007,7,Goicochea,7
2007,8,Goicochea,8
2007,9,Goicochea,8
2007,10,Goicochea,5
2007,11,Goicochea,8
2007,12,Goicochea,0
2008,1,Goicochea,1
2008,2,Goicochea,2
2008,3,Goicochea,2
2008,4,Goicochea,2
2008,5,Goicochea,1
2008,6,Goicochea,0
2008,7,Goicochea,1
2008,8,Goicochea,0
2008,9,Goicochea,0
2008,10,Goicochea,2
2008,11,Goicochea,0
2008,12,Goicochea,2
2009,1,Goicochea,1
2009,2,Goicochea,2
2009,3,Goicochea,0
2009,4,Goicochea,0
2009,5,Goicochea,2
2009,6,Goicochea,0
2009,7,Goicochea,1
2009,8,Goicochea,0
2009,9,Goicochea,1
2009,10,Goicochea,0
2009,11,Goicochea,0
2009,12,Goicochea,0
2010,1,Goicochea,5
2010,2,Goicochea,4
2010,3,Goicochea,2
2010,4,Goicochea,2
2010,5,Goicochea,5
2010,6,Goicochea,11
2010,7,Goicochea,21
2010,8,Goicochea,9
2010,9,Goicochea,1
2010,10,Goicochea,5
2010,11,Goicochea,3
2010,12,Goicochea,1
2011,1,Goicochea,1
2011,2,Goicochea,0
2011,3,Goicochea,0
2011,4,Goicochea,0
2011,5,Goicochea,1
2011,6,Goicochea,1
2011,7,Goicochea,0
2011,8,Goicochea,2
2011,9,Goicochea,3
2011,10,Goicochea,2
2011,11,Goicochea,4
2011,12,Goicochea,4
2012,1,Goicochea,3
2012,2,Goicochea,0
2012,3,Goicochea,0
2012,4,Goicochea,1
2012,5,Goicochea,0
2012,6,Goicochea,2
2012,7,Goicochea,3
2012,8,Goicochea,1
2012,9,Goicochea,4
2012,10,Goicochea,2
2012,11,Goicochea,5
2012,12,Goicochea,4
2013,1,Goicochea,6
2013,2,Goicochea,3
2013,3,Goicochea,1
2013,4,Goicochea,1
2013,5,Goicochea,2
2013,6,Goicochea,9
2013,7,Goicochea,44
2013,8,Goicochea,22
2013,9,Goicochea,17
2013,10,Goicochea,14
2013,11,Goicochea,8
2013,12,Goicochea,4
2014,1,Goicochea,9
2014,2,Goicochea,3
2014,3,Goicochea,0
2014,4,Goicochea,2
2014,5,Goicochea,6
2014,6,Goicochea,4
2014,7,Goicochea,3
2014,8,Goicochea,4
2014,9,Goicochea,6
2014,10,Goicochea,4
2014,11,Goicochea,8
2014,12,Goicochea,4
2015,1,Goicochea,3
2015,2,Goicochea,1
2015,3,Goicochea,0
2015,4,Goicochea,1
2015,5,Goicochea,6
2015,6,Goicochea,3
2015,7,Goicochea,4
2015,8,Goicochea,1
2015,9,Goicochea,4
2015,10,Goicochea,1
2015,11,Goicochea,7
2015,12,Goicochea,0
2016,1,Goicochea,9
2016,2,Goicochea,3
2016,3,Goicochea,3
2016,4,Goicochea,3
2016,5,Goicochea,0
2016,6,Goicochea,0
2016,7,Goicochea,6
2016,8,Goicochea,6
2016,9,Goicochea,5
2016,10,Goicochea,1
2016,11,Goicochea,0
2016,12,Goicochea,1
2017,1,Goicochea,0
2017,2,Goicochea,0
2017,3,Goicochea,0
2017,4,Goicochea,0
2017,5,Goicochea,0
2017,6,Goicochea,1
2017,7,Goicochea,0
2017,8,Goicochea,1
2017,9,Goicochea,0
2017,10,Goicochea,1
2017,11,Goicochea,0
2017,12,Goicochea,0
2018,1,Goicochea,0
2018,2,Goicochea,0
2018,3,Goicochea,0
2018,4,Goicochea,0
2018,5,Goicochea,0
2018,6,Goicochea,0
2018,7,Goicochea,0
2018,8,Goicochea,1
2018,9,Goicochea,0
2018,10,Goicochea,0
2018,11,Goicochea,0
2018,12,Goicochea,0
2019,1,Goicochea,1
2019,2,Goicochea,0
2019,3,Goicochea,0
2019,4,Goicochea,0
2019,5,Goicochea,0
2019,6,Goicochea,0
2019,7,Goicochea,0
2019,8,Goicochea,4
2019,9,Goicochea,2
2019,10,Goicochea,0
2019,11,Goicochea,0
2019,12,Goicochea,0
2020,1,Goicochea,1
2020,2,Goicochea,0
2020,3,Goicochea,0
2020,4,Goicochea,1
2020,5,Goicochea,1
2020,6,Goicochea,2
2020,7,Goicochea,0
2020,8,Goicochea,0
2020,9,Goicochea,0
2020,10,Goicochea,0
2020,11,Goicochea,0
2020,12,Goicochea,0
2021,1,Goicochea,2
2021,2,Goicochea,0
2021,3,Goicochea,0
2021,4,Goicochea,0
2021,5,Goicochea,0
2021,6,Goicochea,0
2021,7,Goicochea,0
2021,8,Goicochea,0
2021,9,Goicochea,0
2021,10,Goicochea,0
2021,11,Goicochea,0
2021,12,Goicochea,0
2000,1,Golfito,0
2000,2,Golfito,1
2000,3,Golfito,0
2000,4,Golfito,0
2000,5,Golfito,141
2000,6,Golfito,0
2000,7,Golfito,0
2000,8,Golfito,0
2000,9,Golfito,0
2000,10,Golfito,0
2000,11,Golfito,0
2000,12,Golfito,0
2001,1,Golfito,0
2001,2,Golfito,0
2001,3,Golfito,0
2001,4,Golfito,0
2001,5,Golfito,0
2001,6,Golfito,0
2001,7,Golfito,0
2001,8,Golfito,0
2001,9,Golfito,0
2001,10,Golfito,0
2001,11,Golfito,0
2001,12,Golfito,0
2002,1,Golfito,0
2002,2,Golfito,0
2002,3,Golfito,0
2002,4,Golfito,0
2002,5,Golfito,0
2002,6,Golfito,0
2002,7,Golfito,0
2002,8,Golfito,0
2002,9,Golfito,0
2002,10,Golfito,0
2002,11,Golfito,0
2002,12,Golfito,0
2003,1,Golfito,2
2003,2,Golfito,0
2003,3,Golfito,0
2003,4,Golfito,0
2003,5,Golfito,0
2003,6,Golfito,1
2003,7,Golfito,2
2003,8,Golfito,3
2003,9,Golfito,1
2003,10,Golfito,0
2003,11,Golfito,0
2003,12,Golfito,0
2004,1,Golfito,8
2004,2,Golfito,2
2004,3,Golfito,0
2004,4,Golfito,0
2004,5,Golfito,0
2004,6,Golfito,0
2004,7,Golfito,0
2004,8,Golfito,0
2004,9,Golfito,0
2004,10,Golfito,0
2004,11,Golfito,0
2004,12,Golfito,0
2005,1,Golfito,0
2005,2,Golfito,0
2005,3,Golfito,0
2005,4,Golfito,0
2005,5,Golfito,0
2005,6,Golfito,0
2005,7,Golfito,0
2005,8,Golfito,6
2005,9,Golfito,174
2005,10,Golfito,18
2005,11,Golfito,0
2005,12,Golfito,0
2006,1,Golfito,17
2006,2,Golfito,16
2006,3,Golfito,12
2006,4,Golfito,22
2006,5,Golfito,79
2006,6,Golfito,40
2006,7,Golfito,53
2006,8,Golfito,22
2006,9,Golfito,41
2006,10,Golfito,43
2006,11,Golfito,77
2006,12,Golfito,25
2007,1,Golfito,9
2007,2,Golfito,15
2007,3,Golfito,23
2007,4,Golfito,11
2007,5,Golfito,19
2007,6,Golfito,69
2007,7,Golfito,34
2007,8,Golfito,40
2007,9,Golfito,36
2007,10,Golfito,20
2007,11,Golfito,8
2007,12,Golfito,9
2008,1,Golfito,11
2008,2,Golfito,6
2008,3,Golfito,8
2008,4,Golfito,5
2008,5,Golfito,7
2008,6,Golfito,6
2008,7,Golfito,8
2008,8,Golfito,4
2008,9,Golfito,13
2008,10,Golfito,1
2008,11,Golfito,3
2008,12,Golfito,2
2009,1,Golfito,2
2009,2,Golfito,5
2009,3,Golfito,5
2009,4,Golfito,2
2009,5,Golfito,1
2009,6,Golfito,16
2009,7,Golfito,19
2009,8,Golfito,38
2009,9,Golfito,42
2009,10,Golfito,27
2009,11,Golfito,16
2009,12,Golfito,65
2010,1,Golfito,27
2010,2,Golfito,21
2010,3,Golfito,9
2010,4,Golfito,14
2010,5,Golfito,36
2010,6,Golfito,39
2010,7,Golfito,41
2010,8,Golfito,29
2010,9,Golfito,16
2010,10,Golfito,28
2010,11,Golfito,14
2010,12,Golfito,14
2011,1,Golfito,0
2011,2,Golfito,0
2011,3,Golfito,0
2011,4,Golfito,1
2011,5,Golfito,2
2011,6,Golfito,1
2011,7,Golfito,0
2011,8,Golfito,0
2011,9,Golfito,0
2011,10,Golfito,1
2011,11,Golfito,0
2011,12,Golfito,1
2012,1,Golfito,0
2012,2,Golfito,0
2012,3,Golfito,0
2012,4,Golfito,0
2012,5,Golfito,0
2012,6,Golfito,0
2012,7,Golfito,2
2012,8,Golfito,1
2012,9,Golfito,4
2012,10,Golfito,5
2012,11,Golfito,17
2012,12,Golfito,22
2013,1,Golfito,16
2013,2,Golfito,43
2013,3,Golfito,37
2013,4,Golfito,45
2013,5,Golfito,137
2013,6,Golfito,232
2013,7,Golfito,217
2013,8,Golfito,205
2013,9,Golfito,123
2013,10,Golfito,98
2013,11,Golfito,67
2013,12,Golfito,16
2014,1,Golfito,13
2014,2,Golfito,11
2014,3,Golfito,4
2014,4,Golfito,0
2014,5,Golfito,2
2014,6,Golfito,18
2014,7,Golfito,39
2014,8,Golfito,41
2014,9,Golfito,23
2014,10,Golfito,21
2014,11,Golfito,4
2014,12,Golfito,0
2015,1,Golfito,13
2015,2,Golfito,6
2015,3,Golfito,11
2015,4,Golfito,9
2015,5,Golfito,18
2015,6,Golfito,94
2015,7,Golfito,178
2015,8,Golfito,230
2015,9,Golfito,169
2015,10,Golfito,193
2015,11,Golfito,72
2015,12,Golfito,41
2016,1,Golfito,48
2016,2,Golfito,64
2016,3,Golfito,44
2016,4,Golfito,24
2016,5,Golfito,28
2016,6,Golfito,49
2016,7,Golfito,55
2016,8,Golfito,42
2016,9,Golfito,17
2016,10,Golfito,19
2016,11,Golfito,27
2016,12,Golfito,27
2017,1,Golfito,2
2017,2,Golfito,1
2017,3,Golfito,3
2017,4,Golfito,12
2017,5,Golfito,5
