Categoria: Todas as categorias

Semana,dengue: (Acre),sintomas dengue: (Acre)
2022-11-27,5,0
2022-12-04,0,0
2022-12-11,5,0
2022-12-18,7,0
2022-12-25,0,0
2023-01-01,9,0
2023-01-08,8,0
2023-01-15,7,0
2023-01-22,8,0
2023-01-29,15,0
2023-02-05,15,0
2023-02-12,18,0
2023-02-19,12,6
2023-02-26,16,5
2023-03-05,17,6
2023-03-12,16,5
2023-03-19,13,4
2023-03-26,17,6
2023-04-02,22,5
2023-04-09,22,5
2023-04-16,23,7
2023-04-23,19,4
2023-04-30,13,0
2023-05-07,13,4
2023-05-14,15,0
2023-05-21,8,0
2023-05-28,8,0
2023-06-04,8,0
2023-06-11,0,0
2023-06-18,6,0
2023-06-25,7,0
2023-07-02,9,0
2023-07-09,10,0
2023-07-16,6,0
2023-07-23,6,0
2023-07-30,5,0
2023-08-06,6,0
2023-08-13,0,0
2023-08-20,0,0
2023-08-27,5,0
2023-09-03,0,0
2023-09-10,0,0
2023-09-17,5,0
2023-09-24,0,0
2023-10-01,5,0
2023-10-08,10,0
2023-10-15,6,0
2023-10-22,8,0
2023-10-29,9,0
2023-11-05,15,0
2023-11-12,13,0
2023-11-19,21,0
2023-11-26,28,7
2023-12-03,46,13
2023-12-10,84,18
2023-12-17,100,17
2023-12-24,93,19
2023-12-31,98,18
2024-01-07,93,15
2024-01-14,58,10
2024-01-21,47,7
2024-01-28,33,6
2024-02-04,30,0
2024-02-11,34,7
2024-02-18,29,0
2024-02-25,19,0
2024-03-03,24,0
2024-03-10,20,0
2024-03-17,19,0
2024-03-24,15,0
2024-03-31,13,0
2024-04-07,21,0
2024-04-14,21,0
2024-04-21,21,0
2024-04-28,14,0
2024-05-05,8,0
2024-05-12,12,0
2024-05-19,5,0
2024-05-26,0,0
2024-06-02,10,0
2024-06-09,6,0
2024-06-16,8,0
2024-06-23,0,0
2024-06-30,6,0
2024-07-07,0,0
2024-07-14,0,0
2024-07-21,8,0
2024-07-28,0,0
2024-08-04,0,0
2024-08-11,0,0
2024-08-18,5,0
2024-08-25,5,0
2024-09-01,7,0
2024-09-08,6,0
2024-09-15,5,0
2024-09-22,0,0
2024-09-29,0,0
2024-10-06,0,0
2024-10-13,8,0
2024-10-20,10,6
2024-10-27,13,0
2024-11-03,9,0
2024-11-10,7,0
2024-11-17,12,0
2024-11-24,14,0
2024-12-01,14,0
2024-12-08,15,0
2024-12-15,29,0
2024-12-22,25,0
2024-12-29,24,0
2025-01-05,28,0
2025-01-12,28,0
