Categoria: Todas as categorias

Semana,dengue: (Paraíba),sintomas dengue: (Paraíba)
2023-01-29,5,0
2023-02-05,7,0
2023-02-12,8,0
2023-02-19,5,0
2023-02-26,7,0
2023-03-05,10,2
2023-03-12,11,4
2023-03-19,12,4
2023-03-26,15,3
2023-04-02,18,7
2023-04-09,18,5
2023-04-16,16,4
2023-04-23,16,4
2023-04-30,14,4
2023-05-07,14,5
2023-05-14,14,3
2023-05-21,10,0
2023-05-28,8,0
2023-06-04,11,3
2023-06-11,8,0
2023-06-18,10,3
2023-06-25,7,0
2023-07-02,8,0
2023-07-09,9,3
2023-07-16,6,0
2023-07-23,9,3
2023-07-30,6,0
2023-08-06,5,0
2023-08-13,7,0
2023-08-20,6,2
2023-08-27,5,0
2023-09-03,5,0
2023-09-10,4,0
2023-09-17,4,0
2023-09-24,6,0
2023-10-01,5,0
2023-10-08,4,0
2023-10-15,5,0
2023-10-22,4,0
2023-10-29,5,3
2023-11-05,5,0
2023-11-12,6,2
2023-11-19,6,2
2023-11-26,6,0
2023-12-03,5,0
2023-12-10,4,0
2023-12-17,6,0
2023-12-24,8,0
2023-12-31,8,2
2024-01-07,5,0
2024-01-14,8,3
2024-01-21,12,3
2024-01-28,16,4
2024-02-04,26,7
2024-02-11,53,14
2024-02-18,93,18
2024-02-25,98,20
2024-03-03,100,23
2024-03-10,86,17
2024-03-17,80,18
2024-03-24,51,13
2024-03-31,57,11
2024-04-07,62,11
2024-04-14,50,11
2024-04-21,43,8
2024-04-28,32,9
2024-05-05,28,5
2024-05-12,22,4
2024-05-19,19,4
2024-05-26,16,3
2024-06-02,19,3
2024-06-09,20,3
2024-06-16,16,3
2024-06-23,15,2
2024-06-30,13,3
2024-07-07,15,3
