ew_start,ew,sum_of_cases,pop,uf
2014-01-26,201405,143,1796460,RO
2014-02-02,201406,156,1796460,RO
2014-02-09,201407,184,1796460,RO
2014-02-16,201408,184,1796460,RO
2014-02-23,201409,167,1796460,RO
2014-03-02,201410,164,1796460,RO
2014-03-09,201411,203,1796460,RO
2014-03-16,201412,194,1796460,RO
2014-03-23,201413,181,1796460,RO
2014-03-30,201414,221,1796460,RO
2014-04-06,201415,171,1796460,RO
2014-04-13,201416,136,1796460,RO
2014-04-20,201417,114,1796460,RO
2014-04-27,201418,123,1796460,RO
2014-05-04,201419,133,1796460,RO
2014-05-11,201420,99,1796460,RO
2014-05-18,201421,87,1796460,RO
2014-05-25,201422,97,1796460,RO
2014-06-01,201423,94,1796460,RO
2014-06-08,201424,70,1796460,RO
2014-06-15,201425,65,1796460,RO
2014-06-22,201426,51,1796460,RO
2014-06-29,201427,41,1796460,RO
2014-07-06,201428,48,1796460,RO
2014-07-13,201429,50,1796460,RO
2014-07-20,201430,35,1796460,RO
2014-07-27,201431,30,1796460,RO
2014-08-03,201432,42,1796460,RO
2014-08-10,201433,47,1796460,RO
2014-08-17,201434,30,1796460,RO
2014-08-24,201435,27,1796460,RO
2014-08-31,201436,41,1796460,RO
2014-09-07,201437,21,1796460,RO
2014-09-14,201438,30,1796460,RO
2014-09-21,201439,35,1796460,RO
2014-09-28,201440,54,1796460,RO
2014-10-05,201441,48,1796460,RO
2014-10-12,201442,59,1796460,RO
2014-10-19,201443,75,1796460,RO
2014-10-26,201444,101,1796460,RO
2014-11-02,201445,114,1796460,RO
2014-11-09,201446,176,1796460,RO
2014-11-16,201447,120,1796460,RO
2014-11-23,201448,114,1796460,RO
2014-11-30,201449,99,1796460,RO
2014-12-07,201450,100,1796460,RO
2014-12-14,201451,83,1796460,RO
2014-12-21,201452,43,1796460,RO
2014-12-28,201453,31,1796460,RO
2015-01-04,201501,121,1796460,RO
2015-01-11,201502,126,1796460,RO
2015-01-18,201503,140,1796460,RO
2015-01-25,201504,141,1796460,RO
2015-02-01,201505,174,1796460,RO
2015-02-08,201506,138,1796460,RO
2015-02-15,201507,165,1796460,RO
2015-02-22,201508,185,1796460,RO
2015-03-01,201509,199,1796460,RO
2015-03-08,201510,235,1796460,RO
2015-03-15,201511,269,1796460,RO
2015-03-22,201512,184,1796460,RO
2015-03-29,201513,214,1796460,RO
2015-04-05,201514,222,1796460,RO
2015-04-12,201515,208,1796460,RO
2015-04-19,201516,198,1796460,RO
2015-04-26,201517,165,1796460,RO
2015-05-03,201518,165,1796460,RO
2015-05-10,201519,160,1796460,RO
2015-05-17,201520,104,1796460,RO
2015-05-24,201521,71,1796460,RO
2015-05-31,201522,80,1796460,RO
2015-06-07,201523,70,1796460,RO
2015-06-14,201524,62,1796460,RO
2015-06-21,201525,53,1796460,RO
2015-06-28,201526,44,1796460,RO
2015-07-05,201527,36,1796460,RO
2015-07-12,201528,36,1796460,RO
2015-07-19,201529,27,1796460,RO
2015-07-26,201530,42,1796460,RO
2015-08-02,201531,34,1796460,RO
2015-08-09,201532,36,1796460,RO
2015-08-16,201533,38,1796460,RO
2015-08-23,201534,23,1796460,RO
2015-08-30,201535,26,1796460,RO
2015-09-06,201536,40,1796460,RO
2015-09-13,201537,23,1796460,RO
2015-09-20,201538,30,1796460,RO
2015-09-27,201539,46,1796460,RO
2015-10-04,201540,57,1796460,RO
2015-10-11,201541,53,1796460,RO
2015-10-18,201542,60,1796460,RO
2015-10-25,201543,67,1796460,RO
2015-11-01,201544,69,1796460,RO
2015-11-08,201545,94,1796460,RO
2015-11-15,201546,132,1796460,RO
2015-11-22,201547,116,1796460,RO
2015-11-29,201548,209,1796460,RO
2015-12-06,201549,186,1796460,RO
2015-12-13,201550,187,1796460,RO
2015-12-20,201551,191,1796460,RO
2015-12-27,201552,193,1796460,RO
2016-01-03,201601,554,1796460,RO
2016-01-10,201602,777,1796460,RO
2016-01-17,201603,1017,1796460,RO
2016-01-24,201604,883,1796460,RO
2016-01-31,201605,760,1796460,RO
2016-02-07,201606,962,1796460,RO
2016-02-14,201607,1157,1796460,RO
2016-02-21,201608,1008,1796460,RO
2016-02-28,201609,965,1796460,RO
2016-03-06,201610,739,1796460,RO
2016-03-13,201611,644,1796460,RO
2016-03-20,201612,576,1796460,RO
2016-03-27,201613,580,1796460,RO
2016-04-03,201614,520,1796460,RO
2016-04-10,201615,449,1796460,RO
2016-04-17,201616,317,1796460,RO
2016-04-24,201617,206,1796460,RO
2016-05-01,201618,221,1796460,RO
2016-05-08,201619,243,1796460,RO
2016-05-15,201620,173,1796460,RO
2016-05-22,201621,127,1796460,RO
2016-05-29,201622,127,1796460,RO
2016-06-05,201623,84,1796460,RO
2016-06-12,201624,66,1796460,RO
2016-06-19,201625,85,1796460,RO
2016-06-26,201626,60,1796460,RO
2016-07-03,201627,81,1796460,RO
2016-07-10,201628,90,1796460,RO
2016-07-17,201629,74,1796460,RO
2016-07-24,201630,64,1796460,RO
2016-07-31,201631,36,1796460,RO
2016-08-07,201632,35,1796460,RO
2016-08-14,201633,26,1796460,RO
2016-08-21,201634,36,1796460,RO
2016-08-28,201635,30,1796460,RO
2016-09-04,201636,30,1796460,RO
2016-09-11,201637,31,1796460,RO
2016-09-18,201638,37,1796460,RO
2016-09-25,201639,33,1796460,RO
2016-10-02,201640,26,1796460,RO
2016-10-09,201641,43,1796460,RO
2016-10-16,201642,46,1796460,RO
2016-10-23,201643,52,1796460,RO
2016-10-30,201644,80,1796460,RO
2016-11-06,201645,81,1796460,RO
2016-11-13,201646,94,1796460,RO
2016-11-20,201647,133,1796460,RO
2016-11-27,201648,214,1796460,RO
2016-12-04,201649,210,1796460,RO
2016-12-11,201650,223,1796460,RO
2016-12-18,201651,194,1796460,RO
2016-12-25,201652,324,1796460,RO
2017-01-01,201701,275,1796460,RO
2017-01-08,201702,296,1796460,RO
2017-01-15,201703,296,1796460,RO
2017-01-22,201704,307,1796460,RO
2017-01-29,201705,346,1796460,RO
2017-02-05,201706,329,1796460,RO
2017-02-12,201707,332,1796460,RO
2017-02-19,201708,292,1796460,RO
2017-02-26,201709,314,1796460,RO
2017-03-05,201710,378,1796460,RO
2017-03-12,201711,344,1796460,RO
2017-03-19,201712,232,1796460,RO
2017-03-26,201713,175,1796460,RO
2017-04-02,201714,199,1796460,RO
2017-04-09,201715,143,1796460,RO
2017-04-16,201716,100,1796460,RO
2017-04-23,201717,64,1796460,RO
2017-04-30,201718,109,1796460,RO
2017-05-07,201719,101,1796460,RO
2017-05-14,201720,88,1796460,RO
2017-05-21,201721,71,1796460,RO
2017-05-28,201722,71,1796460,RO
2017-06-04,201723,60,1796460,RO
2017-06-11,201724,69,1796460,RO
2017-06-18,201725,68,1796460,RO
2017-06-25,201726,32,1796460,RO
2017-07-02,201727,40,1796460,RO
2017-07-09,201728,29,1796460,RO
2017-07-16,201729,36,1796460,RO
2017-07-23,201730,36,1796460,RO
2017-07-30,201731,45,1796460,RO
2017-08-06,201732,28,1796460,RO
2017-08-13,201733,31,1796460,RO
2017-08-20,201734,32,1796460,RO
2017-08-27,201735,31,1796460,RO
2017-09-03,201736,38,1796460,RO
2017-09-10,201737,28,1796460,RO
2017-09-17,201738,32,1796460,RO
2017-09-24,201739,32,1796460,RO
2017-10-01,201740,43,1796460,RO
2017-10-08,201741,31,1796460,RO
2017-10-15,201742,33,1796460,RO
2017-10-22,201743,47,1796460,RO
2017-10-29,201744,41,1796460,RO
2017-11-05,201745,39,1796460,RO
2017-11-12,201746,71,1796460,RO
2017-11-19,201747,82,1796460,RO
2017-11-26,201748,65,1796460,RO
2017-12-03,201749,70,1796460,RO
2017-12-10,201750,76,1796460,RO
2017-12-17,201751,77,1796460,RO
2017-12-24,201752,47,1796460,RO
2017-12-31,201801,88,1796460,RO
2018-01-07,201802,95,1796460,RO
2018-01-14,201803,92,1796460,RO
2018-01-21,201804,72,1796460,RO
2018-01-28,201805,80,1796460,RO
2018-02-04,201806,72,1796460,RO
2018-02-11,201807,71,1796460,RO
2018-02-18,201808,59,1796460,RO
2018-02-25,201809,58,1796460,RO
2018-03-04,201810,54,1796460,RO
2018-03-11,201811,42,1796460,RO
2018-03-18,201812,49,1796460,RO
2018-03-25,201813,41,1796460,RO
2018-04-01,201814,76,1796460,RO
2018-04-04,201815,71,1796460,RO
2018-04-15,201816,64,1796460,RO
2018-04-22,201817,44,1796460,RO
2018-04-29,201818,78,1796460,RO
2018-05-06,201819,52,1796460,RO
2018-05-13,201820,35,1796460,RO
2018-05-20,201821,40,1796460,RO
2018-05-27,201822,36,1796460,RO
2018-06-03,201823,22,1796460,RO
2018-06-10,201824,23,1796460,RO
2018-06-17,201825,18,1796460,RO
2018-06-24,201826,18,1796460,RO
2018-07-01,201827,23,1796460,RO
2018-07-08,201828,28,1796460,RO
2018-07-15,201829,32,1796460,RO
2018-07-22,201830,27,1796460,RO
2018-07-29,201831,23,1796460,RO
2018-08-05,201832,20,1796460,RO
2018-08-12,201833,17,1796460,RO
2018-08-19,201834,16,1796460,RO
2018-08-26,201835,19,1796460,RO
2018-09-02,201836,13,1796460,RO
2018-09-09,201837,19,1796460,RO
2018-09-16,201838,13,1796460,RO
2018-09-23,201839,15,1796460,RO
2018-09-30,201840,14,1796460,RO
2018-10-07,201841,14,1796460,RO
2018-10-14,201842,29,1796460,RO
2018-10-21,201843,14,1796460,RO
2018-10-28,201844,23,1796460,RO
2018-11-04,201845,27,1796460,RO
2018-11-11,201846,18,1796460,RO
2018-11-18,201847,19,1796460,RO
2018-11-25,201848,20,1796460,RO
2018-12-02,201849,25,1796460,RO
2018-12-09,201850,32,1796460,RO
2018-12-16,201851,22,1796460,RO
2018-12-23,201852,12,1796460,RO
2018-12-30,201901,39,1796460,RO
2019-01-06,201902,18,1796460,RO
2019-01-13,201903,33,1796460,RO
2019-01-20,201904,34,1796460,RO
2019-01-27,201905,29,1796460,RO
2019-02-03,201906,26,1796460,RO
2019-02-10,201907,36,1796460,RO
2019-02-17,201908,35,1796460,RO
2019-02-24,201909,37,1796460,RO
2019-03-03,201910,31,1796460,RO
2019-03-10,201911,69,1796460,RO
2019-03-17,201912,65,1796460,RO
2019-03-24,201913,56,1796460,RO
2019-03-31,201914,53,1796460,RO
2019-04-07,201915,50,1796460,RO
2019-04-14,201916,67,1796460,RO
2019-04-21,201917,65,1796460,RO
2019-04-28,201918,84,1796460,RO
2019-05-05,201919,83,1796460,RO
2019-05-12,201920,48,1796460,RO
2019-05-19,201921,65,1796460,RO
2019-05-26,201922,30,1796460,RO
2019-06-02,201923,55,1796460,RO
2019-06-09,201924,51,1796460,RO
2019-06-16,201925,49,1796460,RO
2019-06-23,201926,43,1796460,RO
2019-06-30,201927,58,1796460,RO
2019-07-07,201928,54,1796460,RO
2019-07-14,201929,54,1796460,RO
2019-07-21,201930,60,1796460,RO
2019-07-28,201931,55,1796460,RO
2019-08-04,201932,32,1796460,RO
2019-08-11,201933,23,1796460,RO
2019-08-18,201934,33,1796460,RO
2019-08-25,201935,23,1796460,RO
2019-09-01,201936,21,1796460,RO
2019-09-08,201937,27,1796460,RO
2019-09-15,201938,16,1796460,RO
2019-09-22,201939,28,1796460,RO
2019-09-29,201940,21,1796460,RO
2019-10-06,201941,24,1796460,RO
2019-10-13,201942,34,1796460,RO
2019-10-20,201943,40,1796460,RO
2019-10-27,201944,31,1796460,RO
2019-11-03,201945,64,1796460,RO
2019-11-10,201946,58,1796460,RO
2019-11-17,201947,71,1796460,RO
2019-11-24,201948,98,1796460,RO
2019-12-01,201949,100,1796460,RO
2019-12-08,201950,118,1796460,RO
2019-12-15,201951,55,1796460,RO
2019-12-22,201952,48,1796460,RO
2019-12-29,202001,66,1796460,RO
2020-01-05,202002,103,1796460,RO
2020-01-12,202003,158,1796460,RO
2020-01-19,202004,198,1796460,RO
2020-01-26,202005,219,1796460,RO
2020-02-02,202006,271,1796460,RO
2020-02-09,202007,257,1796460,RO
2020-02-16,202008,236,1796460,RO
2020-02-23,202009,262,1796460,RO
2020-03-01,202010,293,1796460,RO
2020-03-08,202011,340,1796460,RO
2020-03-15,202012,262,1796460,RO
2020-03-22,202013,239,1796460,RO
2020-03-29,202014,212,1796460,RO
2020-04-05,202015,228,1796460,RO
2020-04-12,202016,203,1796460,RO
2020-04-19,202017,169,1796460,RO
2020-04-26,202018,185,1796460,RO
2020-05-03,202019,215,1796460,RO
2020-05-10,202020,197,1796460,RO
2020-05-17,202021,175,1796460,RO
2020-05-24,202022,139,1796460,RO
2020-05-31,202023,137,1796460,RO
2020-06-07,202024,134,1796460,RO
2020-06-14,202025,141,1796460,RO
2020-06-21,202026,129,1796460,RO
2020-06-28,202027,139,1796460,RO
2020-07-05,202028,121,1796460,RO
2020-07-12,202029,91,1796460,RO
2020-07-19,202030,93,1796460,RO
2020-07-26,202031,56,1796460,RO
2020-08-02,202032,63,1796460,RO
2020-08-09,202033,51,1796460,RO
2020-08-16,202034,37,1796460,RO
2020-08-23,202035,31,1796460,RO
2020-08-30,202036,36,1796460,RO
2020-09-06,202037,20,1796460,RO
2020-09-13,202038,30,1796460,RO
2020-09-20,202039,38,1796460,RO
2020-09-27,202040,40,1796460,RO
2020-10-04,202041,17,1796460,RO
2020-10-11,202042,25,1796460,RO
2020-10-18,202043,22,1796460,RO
2020-10-25,202044,30,1796460,RO
2020-11-01,202045,37,1796460,RO
2020-11-08,202046,25,1796460,RO
2020-11-15,202047,42,1796460,RO
2020-11-22,202048,54,1796460,RO
2020-11-29,202049,80,1796460,RO
2020-12-06,202050,88,1796460,RO
2020-12-13,202051,98,1796460,RO
2020-12-20,202052,88,1796460,RO
2020-12-27,202053,54,1796460,RO
2021-01-03,202101,136,1796460,RO
2021-01-10,202102,126,1796460,RO
2021-01-17,202103,138,1796460,RO
2021-01-24,202104,111,1796460,RO
2021-01-31,202105,137,1796460,RO
2021-02-07,202106,147,1796460,RO
2021-02-14,202107,161,1796460,RO
2021-02-21,202108,94,1796460,RO
2021-02-28,202109,154,1796460,RO
2021-03-07,202110,98,1796460,RO
2021-03-14,202111,113,1796460,RO
2021-03-21,202112,102,1796460,RO
2021-03-28,202113,109,1796460,RO
2021-04-04,202114,100,1796460,RO
2021-04-11,202115,51,1796460,RO
2021-04-18,202116,74,1796460,RO
2021-04-25,202117,65,1796460,RO
2021-05-02,202118,66,1796460,RO
2021-05-09,202119,84,1796460,RO
2021-05-16,202120,75,1796460,RO
2021-05-23,202121,49,1796460,RO
2021-05-30,202122,60,1796460,RO
2021-06-06,202123,62,1796460,RO
2021-06-13,202124,77,1796460,RO
2021-06-20,202125,47,1796460,RO
2021-06-27,202126,49,1796460,RO
2021-07-04,202127,36,1796460,RO
2021-07-11,202128,31,1796460,RO
2021-07-18,202129,28,1796460,RO
2021-07-25,202130,31,1796460,RO
2021-08-01,202131,37,1796460,RO
2021-08-08,202132,28,1796460,RO
2021-08-15,202133,33,1796460,RO
2021-08-22,202134,23,1796460,RO
2021-08-29,202135,16,1796460,RO
2021-09-05,202136,12,1796460,RO
2021-09-12,202137,18,1796460,RO
2021-09-19,202138,14,1796460,RO
2021-09-26,202139,20,1796460,RO
2021-10-03,202140,15,1796460,RO
2021-10-10,202141,14,1796460,RO
2021-10-17,202142,22,1796460,RO
2021-10-24,202143,24,1796460,RO
2021-10-31,202144,51,1796460,RO
2021-11-07,202145,60,1796460,RO
2021-11-14,202146,114,1796460,RO
2021-11-21,202147,117,1796460,RO
2021-11-28,202148,148,1796460,RO
2021-12-05,202149,143,1796460,RO
2021-12-12,202150,100,1796460,RO
2021-12-19,202151,39,1796460,RO
2021-12-26,202152,4,1796460,RO
2022-01-02,202201,305,1796460,RO
2022-01-09,202202,366,1796460,RO
2022-01-16,202203,422,1796460,RO
2022-01-23,202204,357,1796460,RO
2022-01-30,202205,461,1796460,RO
2022-02-06,202206,460,1796460,RO
2022-02-13,202207,547,1796460,RO
2022-02-20,202208,527,1796460,RO
2022-02-27,202209,680,1796460,RO
2022-03-06,202210,609,1796460,RO
2022-03-13,202211,718,1796460,RO
2022-03-20,202212,728,1796460,RO
2022-03-27,202213,769,1796460,RO
2022-04-03,202214,689,1796460,RO
2022-04-10,202215,758,1796460,RO
2022-04-17,202216,753,1796460,RO
2022-04-24,202217,712,1796460,RO
2022-05-01,202218,708,1796460,RO
2022-05-08,202219,608,1796460,RO
2022-05-15,202220,627,1796460,RO
2022-05-22,202221,561,1796460,RO
2022-05-29,202222,532,1796460,RO
2022-06-05,202223,484,1796460,RO
2022-06-12,202224,432,1796460,RO
2022-06-19,202225,461,1796460,RO
2022-06-26,202226,408,1796460,RO
2022-07-03,202227,375,1796460,RO
2022-07-10,202228,356,1796460,RO
2022-07-17,202229,286,1796460,RO
2022-07-24,202230,227,1796460,RO
2022-07-31,202231,233,1796460,RO
2022-08-07,202232,219,1796460,RO
2022-08-14,202233,205,1796460,RO
2022-08-21,202234,149,1796460,RO
2022-08-28,202235,149,1796460,RO
2022-09-04,202236,177,1796460,RO
2022-09-11,202237,173,1796460,RO
2022-09-18,202238,194,1796460,RO
2022-09-25,202239,140,1796460,RO
2022-10-02,202240,158,1796460,RO
2022-10-09,202241,224,1796460,RO
2022-10-16,202242,240,1796460,RO
2022-10-23,202243,206,1796460,RO
2022-10-30,202244,251,1796460,RO
2022-11-06,202245,260,1796460,RO
2022-11-13,202246,353,1796460,RO
2022-11-20,202247,382,1796460,RO
2022-11-27,202248,317,1796460,RO
2022-12-04,202249,117,1796460,RO
2022-12-11,202250,32,1796460,RO
2022-12-18,202251,67,1796460,RO
2022-12-25,202252,408,1796460,RO
2023-01-01,202301,1213,1796460,RO
2023-01-08,202302,1292,1796460,RO
2023-01-15,202303,1258,1796460,RO
2023-01-22,202304,1202,1796460,RO
2023-01-29,202305,1060,1796460,RO
2023-02-05,202306,1148,1616379,RO
2023-02-12,202307,969,1616379,RO
2023-02-19,202308,969,1616379,RO
2023-02-26,202309,1144,1616379,RO
2023-03-05,202310,1116,1616379,RO
2023-03-12,202311,909,1616379,RO
2023-03-19,202312,744,1616379,RO
2023-03-26,202313,657,1616379,RO
2023-04-02,202314,544,1616379,RO
2023-04-09,202315,603,1616379,RO
2023-04-16,202316,499,1616379,RO
2023-04-23,202317,360,1616379,RO
2023-04-30,202318,379,1616379,RO
2023-05-07,202319,305,1616379,RO
2023-05-14,202320,255,1616379,RO
2023-05-21,202321,203,1616379,RO
2023-05-28,202322,169,1616379,RO
2023-06-04,202323,159,1616379,RO
2023-06-11,202324,168,1616379,RO
2023-06-18,202325,188,1616379,RO
2023-06-25,202326,109,1616379,RO
2023-07-02,202327,107,1616379,RO
2023-07-09,202328,119,1616379,RO
2023-07-16,202329,94,1616379,RO
2023-07-23,202330,79,1616379,RO
2023-07-30,202331,78,1616379,RO
2023-08-06,202332,104,1616379,RO
2023-08-13,202333,105,1616379,RO
2023-08-20,202334,78,1616379,RO
2023-08-27,202335,53,1616379,RO
2023-09-03,202336,52,1616379,RO
2023-09-10,202337,70,1616379,RO
2023-09-17,202338,82,1616379,RO
2023-09-24,202339,69,1616379,RO
2023-10-01,202340,79,1616379,RO
2023-10-08,202341,87,1616379,RO
2023-10-15,202342,133,1616379,RO
2023-10-22,202343,118,1616379,RO
2023-10-29,202344,89,1616379,RO
2023-11-05,202345,102,1616379,RO
2023-11-12,202346,53,1616379,RO
2023-11-19,202347,56,1616379,RO
2023-11-26,202348,78,1616379,RO
2023-12-03,202349,69,1616379,RO
2023-12-10,202350,47,1616379,RO
2023-12-17,202351,25,1616379,RO
2023-12-24,202352,59,1616379,RO
2023-12-31,202401,340,1616379,RO
2024-01-07,202402,442,1616379,RO
2024-01-14,202403,591,1616379,RO
2024-01-21,202404,631,1616379,RO
2024-01-28,202405,847,1616379,RO
2024-02-04,202406,832,1616379,RO
2024-02-11,202407,1007,1616379,RO
2024-02-18,202408,1374,1616379,RO
2024-02-25,202409,1359,1616379,RO
2024-03-03,202410,1244,1616379,RO
2024-03-10,202411,1169,1616379,RO
2024-03-17,202412,993,1616379,RO
2024-03-24,202413,570,1616379,RO
2024-03-31,202414,557,1616379,RO
2024-04-07,202415,434,1616379,RO
2024-04-14,202416,367,1616379,RO
2024-04-21,202417,271,1616379,RO
2024-04-28,202418,203,1616379,RO
2024-05-05,202419,174,1616379,RO
2024-05-12,202420,134,1616379,RO
2024-05-19,202421,99,1616379,RO
2024-05-26,202422,66,1616379,RO
2024-06-02,202423,74,1616379,RO
2024-06-09,202424,61,1616379,RO
2024-06-16,202425,25,1616379,RO
2024-06-23,202426,2,1616379,RO
2010-01-03,201001,4122,3526220,MT
2010-01-10,201002,4130,3526220,MT
2010-01-17,201003,3938,3526220,MT
2010-01-24,201004,3629,3526220,MT
2010-01-31,201005,3287,3526220,MT
2010-02-07,201006,2632,3526220,MT
2010-02-14,201007,2384,3526220,MT
2010-02-21,201008,2069,3526220,MT
2010-02-28,201009,2036,3526220,MT
2010-03-07,201010,1678,3526220,MT
2010-03-14,201011,1467,3526220,MT
2010-03-21,201012,1127,3526220,MT
2010-03-28,201013,827,3526220,MT
2010-04-04,201014,766,3526220,MT
2010-04-11,201015,631,3526220,MT
2010-04-18,201016,645,3526220,MT
2010-04-25,201017,599,3526220,MT
2010-05-02,201018,428,3526220,MT
2010-05-09,201019,255,3526220,MT
2010-05-16,201020,250,3526220,MT
2010-05-23,201021,237,3526220,MT
2010-05-30,201022,212,3526220,MT
2010-06-06,201023,205,3526220,MT
2010-06-13,201024,155,3526220,MT
2010-06-20,201025,126,3526220,MT
2010-06-27,201026,139,3526220,MT
2010-07-04,201027,161,3526220,MT
2010-07-11,201028,98,3526220,MT
2010-07-18,201029,115,3526220,MT
2010-07-25,201030,109,3526220,MT
2010-08-01,201031,109,3526220,MT
2010-08-08,201032,87,3526220,MT
2010-08-15,201033,100,3526220,MT
2010-08-22,201034,105,3526220,MT
2010-08-29,201035,118,3526220,MT
2010-09-05,201036,105,3526220,MT
2010-09-12,201037,125,3526220,MT
2010-09-19,201038,114,3526220,MT
2010-09-26,201039,111,3526220,MT
2010-10-03,201040,101,3526220,MT
2010-10-10,201041,105,3526220,MT
2010-10-17,201042,153,3526220,MT
2010-10-24,201043,133,3526220,MT
2010-10-31,201044,189,3526220,MT
2010-11-07,201045,215,3526220,MT
2010-11-14,201046,297,3526220,MT
2010-11-21,201047,325,3526220,MT
2010-11-28,201048,454,3526220,MT
2010-12-05,201049,516,3526220,MT
2010-12-12,201050,459,3526220,MT
2010-12-19,201051,276,3526220,MT
2010-12-26,201052,1383,3526220,MT
2011-01-02,201101,490,3526220,MT
2011-01-09,201102,505,3526220,MT
2011-01-16,201103,516,3526220,MT
2011-01-23,201104,533,3526220,MT
2011-01-30,201105,424,3526220,MT
2011-02-06,201106,359,3526220,MT
2011-02-13,201107,345,3526220,MT
2011-02-20,201108,309,3526220,MT
2011-02-27,201109,302,3526220,MT
2011-03-06,201110,287,3526220,MT
2011-03-13,201111,294,3526220,MT
2011-03-20,201112,353,3526220,MT
2011-03-27,201113,377,3526220,MT
2011-04-03,201114,290,3526220,MT
2011-04-10,201115,259,3526220,MT
2011-04-17,201116,162,3526220,MT
2011-04-24,201117,135,3526220,MT
2011-05-01,201118,125,3526220,MT
2011-05-08,201119,137,3526220,MT
2011-05-15,201120,85,3526220,MT
2011-05-22,201121,96,3526220,MT
2011-05-29,201122,89,3526220,MT
2011-06-05,201123,99,3526220,MT
2011-06-12,201124,100,3526220,MT
2011-06-19,201125,91,3526220,MT
2011-06-26,201126,72,3526220,MT
2011-07-03,201127,69,3526220,MT
2011-07-10,201128,100,3526220,MT
2011-07-17,201129,120,3526220,MT
2011-07-24,201130,84,3526220,MT
2011-07-31,201131,83,3526220,MT
2011-08-07,201132,94,3526220,MT
2011-08-14,201133,83,3526220,MT
2011-08-21,201134,70,3526220,MT
2011-08-28,201135,101,3526220,MT
2011-09-04,201136,108,3526220,MT
2011-09-11,201137,86,3526220,MT
2011-09-18,201138,91,3526220,MT
2011-09-25,201139,96,3526220,MT
2011-10-02,201140,99,3526220,MT
2011-10-09,201141,120,3526220,MT
2011-10-16,201142,149,3526220,MT
2011-10-23,201143,123,3526220,MT
2011-10-30,201144,184,3526220,MT
2011-11-06,201145,193,3526220,MT
2011-11-13,201146,252,3526220,MT
2011-11-20,201147,290,3526220,MT
2011-11-27,201148,269,3526220,MT
2011-12-04,201149,292,3526220,MT
2011-12-11,201150,306,3526220,MT
2011-12-18,201151,232,3526220,MT
2011-12-25,201152,356,3526220,MT
2012-01-01,201201,813,3526220,MT
2012-01-08,201202,559,3526220,MT
2012-01-15,201203,612,3526220,MT
2012-01-22,201204,605,3526220,MT
2012-01-29,201205,780,3526220,MT
2012-02-05,201206,781,3526220,MT
2012-02-12,201207,931,3526220,MT
2012-02-19,201208,1123,3526220,MT
2012-02-26,201209,1345,3526220,MT
2012-03-04,201210,1380,3526220,MT
2012-03-11,201211,1457,3526220,MT
2012-03-18,201212,1699,3526220,MT
2012-03-25,201213,1589,3526220,MT
2012-04-01,201214,1411,3526220,MT
2012-04-08,201215,1825,3526220,MT
2012-04-15,201216,1921,3526220,MT
2012-04-22,201217,1734,3526220,MT
2012-04-29,201218,1659,3526220,MT
2012-05-06,201219,1612,3526220,MT
2012-05-13,201220,1573,3526220,MT
2012-05-20,201221,1410,3526220,MT
2012-05-27,201222,1256,3526220,MT
2012-06-03,201223,853,3526220,MT
2012-06-10,201224,887,3526220,MT
2012-06-17,201225,885,3526220,MT
2012-06-24,201226,774,3526220,MT
2012-07-01,201227,802,3526220,MT
2012-07-08,201228,609,3526220,MT
2012-07-15,201229,464,3526220,MT
2012-07-22,201230,459,3526220,MT
2012-07-29,201231,487,3526220,MT
2012-08-05,201232,414,3526220,MT
2012-08-12,201233,373,3526220,MT
2012-08-19,201234,298,3526220,MT
2012-08-26,201235,205,3526220,MT
2012-09-02,201236,149,3526220,MT
2012-09-09,201237,224,3526220,MT
2012-09-16,201238,229,3526220,MT
2012-09-23,201239,185,3526220,MT
2012-09-30,201240,283,3526220,MT
2012-10-07,201241,294,3526220,MT
2012-10-14,201242,360,3526220,MT
2012-10-21,201243,352,3526220,MT
2012-10-28,201244,369,3526220,MT
2012-11-04,201245,456,3526220,MT
2012-11-11,201246,509,3526220,MT
2012-11-18,201247,726,3526220,MT
2012-11-25,201248,745,3526220,MT
2012-12-02,201249,846,3526220,MT
2012-12-09,201250,997,3526220,MT
2012-12-16,201251,836,3526220,MT
2012-12-23,201252,1188,3526220,MT
2012-12-30,201301,1552,3526220,MT
2013-01-06,201302,2332,3526220,MT
2013-01-13,201303,2355,3526220,MT
2013-01-20,201304,2827,3526220,MT
2013-01-27,201305,2621,3526220,MT
2013-02-03,201306,2257,3526220,MT
2013-02-10,201307,2369,3526220,MT
2013-02-17,201308,2425,3526220,MT
2013-02-24,201309,2794,3526220,MT
2013-03-03,201310,2203,3526220,MT
2013-03-10,201311,2236,3526220,MT
2013-03-17,201312,1866,3526220,MT
2013-03-24,201313,1548,3526220,MT
2013-03-31,201314,1728,3526220,MT
2013-04-07,201315,1489,3526220,MT
2013-04-14,201316,1477,3526220,MT
2013-04-21,201317,1012,3526220,MT
2013-04-28,201318,932,3526220,MT
2013-05-05,201319,873,3526220,MT
2013-05-12,201320,768,3526220,MT
2013-05-19,201321,688,3526220,MT
2013-05-26,201322,551,3526220,MT
2013-06-02,201323,379,3526220,MT
2013-06-09,201324,363,3526220,MT
2013-06-16,201325,388,3526220,MT
2013-06-23,201326,284,3526220,MT
2013-06-30,201327,273,3526220,MT
2013-07-07,201328,218,3526220,MT
2013-07-14,201329,185,3526220,MT
2013-07-21,201330,139,3526220,MT
2013-07-28,201331,171,3526220,MT
2013-08-04,201332,169,3526220,MT
