Categoria: Todas as categorias

Semana,dengue: (Tocantins),sintomas dengue: (Tocantins)
2022-08-28,8,0
2022-09-04,4,0
2022-09-11,7,0
2022-09-18,9,0
2022-09-25,7,0
2022-10-02,4,0
2022-10-09,6,0
2022-10-16,6,0
2022-10-23,8,0
2022-10-30,8,0
2022-11-06,10,0
2022-11-13,9,0
2022-11-20,13,0
2022-11-27,10,4
2022-12-04,13,4
2022-12-11,9,0
2022-12-18,8,5
2022-12-25,7,0
2023-01-01,15,0
2023-01-08,10,3
2023-01-15,12,5
2023-01-22,17,5
2023-01-29,13,4
2023-02-05,14,5
2023-02-12,15,3
2023-02-19,19,0
2023-02-26,16,5
2023-03-05,19,5
2023-03-12,19,0
2023-03-19,27,6
2023-03-26,26,5
2023-04-02,24,6
2023-04-09,28,6
2023-04-16,23,7
2023-04-23,25,7
2023-04-30,27,4
2023-05-07,22,4
2023-05-14,23,4
2023-05-21,20,6
2023-05-28,17,0
2023-06-04,12,0
2023-06-11,12,0
2023-06-18,10,0
2023-06-25,9,0
2023-07-02,8,0
2023-07-09,6,0
2023-07-16,5,0
2023-07-23,4,0
2023-07-30,4,0
2023-08-06,4,0
2023-08-13,5,0
2023-08-20,4,0
2023-08-27,6,0
2023-09-03,5,0
2023-09-10,5,0
2023-09-17,5,0
2023-09-24,6,0
2023-10-01,4,0
2023-10-08,5,0
2023-10-15,6,0
2023-10-22,6,0
2023-10-29,7,0
2023-11-05,6,0
2023-11-12,6,4
2023-11-19,7,0
2023-11-26,8,0
2023-12-03,8,0
2023-12-10,10,0
2023-12-17,4,0
2023-12-24,9,0
2023-12-31,8,4
2024-01-07,10,0
2024-01-14,9,0
2024-01-21,15,0
2024-01-28,24,8
2024-02-04,36,8
2024-02-11,44,13
2024-02-18,53,10
2024-02-25,59,9
2024-03-03,56,9
2024-03-10,46,8
2024-03-17,50,8
2024-03-24,32,7
2024-03-31,45,10
2024-04-07,43,10
2024-04-14,47,12
2024-04-21,39,5
2024-04-28,37,7
2024-05-05,32,5
2024-05-12,26,4
2024-05-19,21,4
2024-05-26,13,0
2024-06-02,18,0
2024-06-09,11,0
2024-06-16,6,0
2024-06-23,10,0
2024-06-30,8,0
2024-07-07,6,0
2024-07-14,8,0
2024-07-21,9,0
2024-07-28,5,0
2024-08-04,6,0
2024-08-11,8,0
2024-08-18,5,0
2024-08-25,6,0
2024-09-01,8,0
2024-09-08,10,0
2024-09-15,0,0
2024-09-22,7,0
2024-09-29,5,0
2024-10-06,0,0
2024-10-13,6,0
2024-10-20,7,0
2024-10-27,5,0
2024-11-03,9,0
2024-11-10,11,0
2024-11-17,9,5
2024-11-24,8,0
2024-12-01,12,0
2024-12-08,10,0
2024-12-15,8,0
2024-12-22,9,0
2024-12-29,10,0
2025-01-05,8,0
2025-01-12,13,0
2025-01-19,15,0
2025-01-26,17,1
2025-02-02,13,2
2025-02-09,15,3
