Categoria: Todas as categorias

Semana,dengue: (Alagoas),sintomas dengue: (Alagoas)
2023-11-05,6,0
2023-11-12,7,0
2023-11-19,8,0
2023-11-26,7,0
2023-12-03,9,0
2023-12-10,7,0
2023-12-17,9,0
2023-12-24,5,0
2023-12-31,8,0
2024-01-07,7,0
2024-01-14,7,0
2024-01-21,10,0
2024-01-28,21,5
2024-02-04,26,5
2024-02-11,44,13
2024-02-18,85,21
2024-02-25,95,19
2024-03-03,90,21
2024-03-10,100,24
2024-03-17,99,21
2024-03-24,60,20
2024-03-31,69,14
2024-04-07,74,17
2024-04-14,65,16
2024-04-21,70,16
2024-04-28,60,15
2024-05-05,53,13
2024-05-12,55,14
2024-05-19,53,14
2024-05-26,41,8
2024-06-02,44,9
2024-06-09,66,17
2024-06-16,50,13
2024-06-23,53,13
2024-06-30,43,10
2024-07-07,37,7
2024-07-14,36,7
2024-07-21,38,9
2024-07-28,28,5
2024-08-04,26,0
2024-08-11,22,6
2024-08-18,20,5
2024-08-25,18,0
2024-09-01,19,4
2024-09-08,17,3
2024-09-15,11,0
2024-09-22,16,3
2024-09-29,10,0
2024-10-06,11,0
2024-10-13,13,0
2024-10-20,10,3
2024-10-27,9,0
2024-11-03,11,0
2024-11-10,10,0
2024-11-17,10,0
2024-11-24,11,3
2024-12-01,6,0
2024-12-08,8,0
2024-12-15,7,0
2024-12-22,6,0
2024-12-29,6,0
2025-01-05,9,0
2025-01-12,7,0
2025-01-19,7,0
2025-01-26,8,0
2025-02-02,9,0
2025-02-09,15,0
2025-02-16,15,0
2025-02-23,13,0
2025-03-02,10,0
2025-03-09,17,0
2025-03-16,14,0
2025-03-23,15,0
2025-03-30,14,0
2025-04-06,15,4
2025-04-13,9,0
2025-04-20,12,1
2025-04-27,13,3
2025-05-04,14,3
