Categoria: Todas as categorias

Semana,dengue: (Acre),sintomas dengue: (Acre)
2023-05-21,8,5
2023-05-28,10,0
2023-06-04,7,0
2023-06-11,0,0
2023-06-18,7,0
2023-06-25,5,0
2023-07-02,10,0
2023-07-09,8,0
2023-07-16,5,0
2023-07-23,7,0
2023-07-30,5,0
2023-08-06,0,0
2023-08-13,0,0
2023-08-20,4,0
2023-08-27,7,0
2023-09-03,0,0
2023-09-10,0,0
2023-09-17,0,0
2023-09-24,0,0
2023-10-01,4,0
2023-10-08,8,0
2023-10-15,7,0
2023-10-22,7,0
2023-10-29,9,0
2023-11-05,14,0
2023-11-12,16,0
2023-11-19,21,0
2023-11-26,28,8
2023-12-03,45,12
2023-12-10,87,21
2023-12-17,100,18
2023-12-24,95,21
2023-12-31,96,18
2024-01-07,92,15
2024-01-14,57,10
2024-01-21,45,8
2024-01-28,34,6
2024-02-04,27,0
2024-02-11,35,0
2024-02-18,32,6
2024-02-25,19,0
2024-03-03,22,0
2024-03-10,18,5
2024-03-17,17,0
2024-03-24,15,0
2024-03-31,12,0
2024-04-07,20,0
2024-04-14,19,0
2024-04-21,23,0
2024-04-28,13,0
2024-05-05,11,0
2024-05-12,9,0
2024-05-19,6,0
2024-05-26,0,0
2024-06-02,12,0
2024-06-09,9,0
2024-06-16,5,0
2024-06-23,6,0
2024-06-30,0,0
2024-07-07,6,0
2024-07-14,0,0
2024-07-21,6,0
2024-07-28,0,0
2024-08-04,0,0
2024-08-11,8,0
2024-08-18,7,0
2024-08-25,0,0
2024-09-01,0,0
2024-09-08,6,0
2024-09-15,0,0
2024-09-22,0,0
2024-09-29,0,0
2024-10-06,0,0
2024-10-13,9,0
2024-10-20,7,0
2024-10-27,15,0
2024-11-03,9,0
2024-11-10,8,0
2024-11-17,10,0
2024-11-24,12,0
2024-12-01,11,0
2024-12-08,20,0
2024-12-15,27,7
2024-12-22,28,0
2024-12-29,27,7
2025-01-05,32,0
2025-01-12,29,0
2025-01-19,14,0
2025-01-26,19,0
2025-02-02,19,6
2025-02-09,21,0
2025-02-16,19,0
2025-02-23,14,0
2025-03-02,23,0
2025-03-09,14,0
2025-03-16,17,0
2025-03-23,16,0
2025-03-30,15,0
2025-04-06,12,0
2025-04-13,8,0
2025-04-20,10,0
2025-04-27,11,2
2025-05-04,9,1
