Categoria: Todas as categorias

Semana,dengue: (Acre),sintomas dengue: (Acre)
2025-02-23,16,0
2025-03-02,19,0
2025-03-09,8,0
2025-03-16,14,0
2025-03-23,18,0
2025-03-30,15,0
2025-04-06,10,0
2025-04-13,6,0
2025-04-20,13,0
2025-04-27,11,0
2025-05-04,6,6
2025-05-11,10,0
2025-05-18,15,0
2025-05-25,10,0
2025-06-01,6,0
2025-06-08,7,0
2025-06-15,6,0
2025-06-22,7,0
2025-06-29,0,0
2025-07-06,8,0
2025-07-13,1,0
2025-07-20,5,1
