Categoria: Todas as categorias

Semana,dengue: (Tocantins),sintomas dengue: (Tocantins)
2023-04-30,25,4
2023-05-07,23,4
2023-05-14,24,4
2023-05-21,20,6
2023-05-28,17,3
2023-06-04,12,4
2023-06-11,13,0
2023-06-18,11,0
2023-06-25,8,0
2023-07-02,8,0
2023-07-09,0,0
2023-07-16,5,0
2023-07-23,0,0
2023-07-30,4,0
2023-08-06,5,0
2023-08-13,6,0
2023-08-20,6,0
2023-08-27,6,0
2023-09-03,0,0
2023-09-10,7,0
2023-09-17,5,0
2023-09-24,6,0
2023-10-01,5,0
2023-10-08,5,0
2023-10-15,6,0
2023-10-22,6,0
2023-10-29,5,0
2023-11-05,8,0
2023-11-12,7,0
2023-11-19,6,0
2023-11-26,7,0
2023-12-03,8,0
2023-12-10,8,6
2023-12-17,5,0
2023-12-24,8,0
2023-12-31,8,0
2024-01-07,10,0
2024-01-14,10,0
2024-01-21,16,0
2024-01-28,25,5
2024-02-04,38,8
2024-02-11,48,10
2024-02-18,55,10
2024-02-25,60,10
2024-03-03,57,10
2024-03-10,47,8
2024-03-17,53,9
2024-03-24,34,7
2024-03-31,46,9
2024-04-07,46,12
2024-04-14,50,11
2024-04-21,40,11
2024-04-28,36,7
2024-05-05,34,4
2024-05-12,27,5
2024-05-19,17,6
2024-05-26,13,0
2024-06-02,18,5
2024-06-09,15,0
2024-06-16,10,0
2024-06-23,10,0
2024-06-30,7,0
2024-07-07,8,0
2024-07-14,8,0
2024-07-21,7,0
2024-07-28,6,0
2024-08-04,5,0
2024-08-11,7,0
2024-08-18,0,0
2024-08-25,6,0
2024-09-01,9,0
2024-09-08,7,0
2024-09-15,0,0
2024-09-22,0,0
2024-09-29,4,0
2024-10-06,4,0
2024-10-13,5,0
2024-10-20,7,0
2024-10-27,5,0
2024-11-03,7,0
2024-11-10,10,0
2024-11-17,10,0
2024-11-24,8,0
2024-12-01,12,4
2024-12-08,9,0
2024-12-15,8,5
2024-12-22,8,0
2024-12-29,12,0
2025-01-05,8,0
2025-01-12,12,0
2025-01-19,15,5
2025-01-26,16,0
2025-02-02,14,0
2025-02-09,19,0
2025-02-16,17,0
2025-02-23,23,5
2025-03-02,16,0
2025-03-09,18,0
2025-03-16,19,0
2025-03-23,19,1
2025-03-30,16,2
2025-04-06,17,3
