Categoria: Todas as categorias

Semana,dengue: (Mato Grosso),sintomas dengue: (Mato Grosso)
2024-04-21,100,23
2024-04-28,98,20
2024-05-05,92,21
2024-05-12,78,15
2024-05-19,65,11
2024-05-26,50,8
2024-06-02,41,8
2024-06-09,43,8
2024-06-16,37,5
2024-06-23,32,4
2024-06-30,26,6
2024-07-07,19,4
2024-07-14,20,4
2024-07-21,18,5
2024-07-28,18,3
2024-08-04,16,4
2024-08-11,19,3
2024-08-18,14,3
2024-08-25,17,4
2024-09-01,15,1
2024-09-08,12,2
2024-09-15,12,3
