"ew_start","sum_of_cases","dengue","sintomas.dengue","tratamento.dengue","uf","lwr","upr","prediction"
2019-03-03,319,0,0,0,"AC",-378.406154115349,626.485437948668,124.03964191666
2019-03-10,359,22,0,0,"AC",11.8609828935423,1016.75257495756,514.306778925551
2019-03-17,350,10,0,0,"AC",-201.012000929489,803.879591134528,301.433795102519
2019-03-24,307,20,0,0,"AC",-23.6178477436296,981.273744320387,478.827948288379
2019-03-31,287,14,0,0,"AC",-130.054339655145,874.837252408872,372.391456376863
2019-04-07,217,13,0,0,"AC",-147.793754973731,857.097837090286,354.652041058277
2019-04-14,184,13,0,0,"AC",-147.793754973731,857.097837090286,354.652041058277
2019-04-21,160,0,0,0,"AC",-378.406154115349,626.485437948668,124.03964191666
2019-04-28,196,11,0,0,"AC",-183.272585610903,821.619006453114,319.173210421105
2019-05-05,152,14,0,14,"AC",-44.4043778554554,960.487214208562,458.041418176553
2019-05-12,155,0,0,0,"AC",-378.406154115349,626.485437948668,124.03964191666
2019-05-19,137,0,0,0,"AC",-378.406154115349,626.485437948668,124.03964191666
2019-05-26,112,0,0,0,"AC",-378.406154115349,626.485437948668,124.03964191666
2019-06-02,93,0,0,0,"AC",-378.406154115349,626.485437948668,124.03964191666
2019-06-09,106,0,0,0,"AC",-378.406154115349,626.485437948668,124.03964191666
2019-06-16,87,17,0,0,"AC",-76.8360936993874,928.05549836463,425.609702332621
2019-06-23,93,11,0,0,"AC",-183.272585610903,821.619006453114,319.173210421105
2019-06-30,74,0,0,0,"AC",-378.406154115349,626.485437948668,124.03964191666
